test_base_rate,auc,cov_at_95prec,train_thr_test_prec,train_thr_test_cov,kv_read_reduction,fail_rate_routed,transfer
0.6264880952380952,0.8418061719866378,0.27827380952380953,0.6803347280334728,0.8891369047619048,4.962698982685239,0.3196652719665272,0.5B@8k -> 1.5B@8k
0.7730654761904762,0.8818930560595781,0.6108630952380952,0.9474940334128878,0.6235119047619048,2.2738160528161617,0.05250596658711217,0.5B train<=8k -> test 16384
0.7797619047619048,0.856001457086858,0.3013392857142857,0.9452830188679245,0.3943452380952381,1.5491801903068114,0.05471698113207547,0.5B train<=8k -> test 32768
0.7730654761904762,0.8842676596348948,0.5885416666666666,0.9288025889967637,0.6897321428571429,2.6295277316805787,0.07119741100323625,0.5B 8k -> 16k
