prompt,regime,layer,head,T,budget,read_ratio,method,rel_l2,cosine,extra_floats
longdoc_qa,longdoc,1,4,3068,8,0.002607561929595828,oracle_mass_global,0.05978229503554295,0.9982141421252889,64
longdoc_qa,longdoc,1,4,3068,8,0.002607561929595828,oracle_mass_block,0.048605562566201584,0.9988568355152206,6080
longdoc_qa,longdoc,1,4,3068,8,0.002607561929595828,lowrank_k8,0.060260556100813906,0.9981851420878066,512
longdoc_qa,longdoc,1,4,3068,16,0.005215123859191656,sparse_renorm,0.11748686585633909,0.9994615124891404,0
longdoc_qa,longdoc,1,4,3068,16,0.005215123859191656,cheap_block_residual,0.06090257511388713,0.9998085478464481,12160
longdoc_qa,longdoc,1,4,3068,16,0.005215123859191656,oracle_mass_global,0.04111232334416098,0.9991914833158458,64
longdoc_qa,longdoc,1,4,3068,16,0.005215123859191656,oracle_mass_block,0.038313669801641755,0.9993282010009439,6080
longdoc_qa,longdoc,1,4,3068,16,0.005215123859191656,lowrank_k8,0.042272250777705876,0.9991427097719531,512
longdoc_qa,longdoc,1,4,3068,32,0.010430247718383311,sparse_renorm,0.0860590053924448,0.9996755009019634,0
longdoc_qa,longdoc,1,4,3068,32,0.010430247718383311,cheap_block_residual,0.0461245487134325,0.9998858139406432,12160
longdoc_qa,longdoc,1,4,3068,32,0.010430247718383311,oracle_mass_global,0.026612297962242164,0.9996626699023727,64
longdoc_qa,longdoc,1,4,3068,32,0.010430247718383311,oracle_mass_block,0.026363496612922595,0.9996752465575737,6080
longdoc_qa,longdoc,1,4,3068,32,0.010430247718383311,lowrank_k8,0.02813185290590699,0.9996212202994031,512
longdoc_qa,longdoc,1,4,3068,64,0.020860495436766623,sparse_renorm,0.06416755165859281,0.9997883067787348,0
