mean_S,median_S,mean_contig_runs,runs_per_token,mean_recent_frac,mean_sink_frac,mean_nblocks_16,mean_blockutil_16,mean_nblocks_32,mean_blockutil_32,mean_nblocks_64,mean_blockutil_64,mean_nblocks_128,mean_blockutil_128
294.3125,178.5,162.4858630952381,0.5549315947149602,0.14891913531473971,0.008136926638380473,111.75892857142857,0.20151459747963663,84.93061755952381,0.14618037247319882,62.58891369047619,0.10811989341634806,41.70386904761905,0.08235383582373627
