dc,native_elems,latent_elems,bytes_ratio,rl2_latent,logit_spearman,rl2_sparse_orig,rl2_sparse_latent,sparse_support,model,regime,layer
64,256,64,0.25,0.06410731469986913,0.9888546251218728,0.25026892229240694,0.23236731250775322,0.8292682926829268,0.5B,longdoc,8
64,256,64,0.25,0.39511622783833006,0.984730120827656,9.384459985719423e-16,0.39511622783833006,0.8170731707317073,0.5B,longdoc,8
64,256,64,0.25,0.19926168362671698,0.9925707945013706,0.006239899268847471,0.20029826140485532,0.9146341463414634,0.5B,longdoc,8
64,256,64,0.25,0.27279801245202484,0.9846171051757361,0.0113222792342952,0.2780443645591557,0.8658536585365854,0.5B,longdoc,8
64,256,64,0.25,0.41524413723596065,0.9869979510366627,0.008992815592536318,0.4184182301016102,0.8292682926829268,0.5B,longdoc,8
128,256,128,0.5,0.03947443268964856,0.997855564160511,0.25026892229240694,0.26382167757425,0.9146341463414634,0.5B,longdoc,8
128,256,128,0.5,0.16016504410897514,0.9997590759741896,9.384459985719423e-16,0.16016504410897506,0.9512195121951219,0.5B,longdoc,8
128,256,128,0.5,0.11777171273567665,0.9996591617615767,0.006239899268847471,0.11965399354913869,0.9878048780487805,0.5B,longdoc,8
128,256,128,0.5,0.2457904278946898,0.9989672275808664,0.0113222792342952,0.25568614278814317,0.975609756097561,0.5B,longdoc,8
128,256,128,0.5,0.41074333393226237,0.9992820572960671,0.008992815592536318,0.4189767258415235,0.9878048780487805,0.5B,longdoc,8
192,256,192,0.75,0.010351425523672776,0.9999279561409626,0.25026892229240694,0.25156457926320935,0.9878048780487805,0.5B,longdoc,8
192,256,192,0.75,0.06780698562056355,0.9999922614074356,9.384459985719423e-16,0.06780698562056364,1.0,0.5B,longdoc,8
192,256,192,0.75,0.03814984630352904,0.9999903232668347,0.006239899268847471,0.03927921481981302,1.0,0.5B,longdoc,8
192,256,192,0.75,0.08247102224297485,0.999871950705354,0.0113222792342952,0.08746664396024022,0.9878048780487805,0.5B,longdoc,8
192,256,192,0.75,0.12230708608022593,0.9998894561365481,0.008992815592536318,0.12500276489220066,1.0,0.5B,longdoc,8
256,256,256,1.0,2.71112711603486e-07,0.999999998428393,0.25026892229240694,0.25026927783597963,1.0,0.5B,longdoc,8
256,256,256,1.0,3.1541905009357776e-07,0.9999999959836712,9.384459985719423e-16,3.1541905011552613e-07,1.0,0.5B,longdoc,8
256,256,256,1.0,9.605992538018769e-07,0.999999999476131,0.006239899268847471,0.006240180776390078,1.0,0.5B,longdoc,8
256,256,256,1.0,9.816358933835125e-07,0.999999999650754,0.0113222792342952,0.011321903069370556,1.0,0.5B,longdoc,8
256,256,256,1.0,9.636011943306017e-07,0.999999999476131,0.008992815592536318,0.00899286195816351,1.0,0.5B,longdoc,8
32,256,32,0.125,0.4568038218428434,0.9225495928951296,0.0031642417302016157,0.4595396004548783,0.7682926829268293,0.5B,longdoc,9
32,256,32,0.125,0.24616311697454546,0.8986736224173678,0.054462681806524756,0.2298675854683881,0.8170731707317073,0.5B,longdoc,9
32,256,32,0.125,0.7462583288173164,0.8504330486084475,0.3975134991615536,0.6022491734410939,0.6341463414634146,0.5B,longdoc,9
32,256,32,0.125,0.641820449214658,0.968518596419776,2.6785196833407238e-05,0.6420287295818278,0.6585365853658537,0.5B,longdoc,9
32,256,32,0.125,0.14909708153433213,0.9660614904276424,0.10988329238481559,0.19565911082246026,0.7073170731707317,0.5B,longdoc,9
64,256,64,0.25,0.26941775921224626,0.9917564083914366,0.0031642417302016157,0.270304215730714,0.926829268292683,0.5B,longdoc,9
64,256,64,0.25,0.339039407584249,0.9871770539827006,0.054462681806524756,0.34171347978242833,0.9512195121951219,0.5B,longdoc,9
64,256,64,0.25,1.040595042349108,0.9842607784016895,0.3975134991615536,0.8845882396452063,0.8780487804878049,0.5B,longdoc,9
64,256,64,0.25,0.19984890350332093,0.9975201561733056,2.6785196833407238e-05,0.19984820358387936,0.9512195121951219,0.5B,longdoc,9
64,256,64,0.25,0.1213778548883669,0.9849202926013607,0.10988329238481559,0.19495309085346832,0.8536585365853658,0.5B,longdoc,9
128,256,128,0.5,0.16730991375228818,0.9985685903540718,0.0031642417302016157,0.1687807667005599,0.975609756097561,0.5B,longdoc,9
128,256,128,0.5,0.3287982715936402,0.9973553599144733,0.054462681806524756,0.3335666756432438,0.9512195121951219,0.5B,longdoc,9
128,256,128,0.5,1.0376331802728525,0.9971978487522922,0.3975134991615536,0.8977182772830538,0.9390243902439024,0.5B,longdoc,9
128,256,128,0.5,0.1038541997823165,0.9994370102313986,2.6785196833407238e-05,0.10385581319009378,0.9634146341463414,0.5B,longdoc,9
128,256,128,0.5,0.04891648366388872,0.9979495149979078,0.10988329238481559,0.14893655140986034,0.9512195121951219,0.5B,longdoc,9
192,256,192,0.75,0.08557469267092493,0.9996462387869687,0.0031642417302016157,0.08680650118069318,0.9878048780487805,0.5B,longdoc,9
192,256,192,0.75,0.29737258362911295,0.9993398068661314,0.054462681806524756,0.3017708483961372,0.975609756097561,0.5B,longdoc,9
192,256,192,0.75,0.9192807767782423,0.9994589774546908,0.3975134991615536,0.7638145365591711,0.9634146341463414,0.5B,longdoc,9
192,256,192,0.75,0.027648133214157697,0.9999422378570803,2.6785196833407238e-05,0.02765270897269291,1.0,0.5B,longdoc,9
192,256,192,0.75,0.011580591937691337,0.9998599879825854,0.10988329238481559,0.11707145727334929,0.975609756097561,0.5B,longdoc,9
256,256,256,1.0,1.424543855780885e-06,1.0,0.0031642417302016157,0.0031643330499128864,1.0,0.5B,longdoc,9
256,256,256,1.0,4.205902924554488e-07,0.9999999993015081,0.054462681806524756,0.054462824082182906,1.0,0.5B,longdoc,9
256,256,256,1.0,3.2732960870024485e-07,0.999999999476131,0.3975134991615536,0.3975137865299977,1.0,0.5B,longdoc,9
256,256,256,1.0,5.436564022144432e-07,0.9999999991268851,2.6785196833407238e-05,2.6816079543952885e-05,1.0,0.5B,longdoc,9
256,256,256,1.0,2.3091396851242768e-07,0.9999999991268851,0.10988329238481559,0.10988347373608905,1.0,0.5B,longdoc,9
32,256,32,0.125,0.2288451957691236,0.9669635419949579,0.11094466769183305,0.23219659591592864,0.7439024390243902,0.5B,longdoc,10
32,256,32,0.125,0.28611726568764617,0.9688003088843261,0.000862299911073198,0.28646710014405263,0.9390243902439024,0.5B,longdoc,10
32,256,32,0.125,0.776674812350087,0.9846996842145732,0.003764065893915185,0.7770875909511719,0.7195121951219512,0.5B,longdoc,10
32,256,32,0.125,0.2929421501056949,0.9498763646507518,0.24760324464167052,0.3763732781214068,0.5121951219512195,0.5B,longdoc,10
32,256,32,0.125,0.7721279299023164,0.9713182028866046,0.024644229648556108,0.7807324251985556,0.7804878048780488,0.5B,longdoc,10
64,256,64,0.25,0.16035181418925468,0.9930774421612325,0.11094466769183305,0.1602101537009942,0.8414634146341463,0.5B,longdoc,10
64,256,64,0.25,0.15910177156583816,0.9901979645343215,0.000862299911073198,0.15945741142416447,0.9146341463414634,0.5B,longdoc,10
64,256,64,0.25,0.5795984325797139,0.9937303859961636,0.003764065893915185,0.575680073873488,0.7682926829268293,0.5B,longdoc,10
64,256,64,0.25,0.17242859177043557,0.9911046500720061,0.24760324464167052,0.4280769944772217,0.8170731707317073,0.5B,longdoc,10
64,256,64,0.25,0.5396011205677657,0.9945593866536401,0.024644229648556108,0.5596357393002095,0.8536585365853658,0.5B,longdoc,10
128,256,128,0.5,0.09450995565210318,0.9988963872234977,0.11094466769183305,0.13672647323100426,0.9390243902439024,0.5B,longdoc,10
128,256,128,0.5,0.07825329371292003,0.9987549607598386,0.000862299911073198,0.07845160958404492,0.9634146341463414,0.5B,longdoc,10
128,256,128,0.5,0.1220364021976937,0.9996374966360626,0.003764065893915185,0.12281926926102713,0.9512195121951219,0.5B,longdoc,10
128,256,128,0.5,0.08245069947352832,0.9981837059103486,0.24760324464167052,0.3440581759241538,0.9146341463414634,0.5B,longdoc,10
128,256,128,0.5,0.46592764256854907,0.9991492786868976,0.024644229648556108,0.48868654593406113,0.926829268292683,0.5B,longdoc,10
192,256,192,0.75,0.09374422289303261,0.9996831282435173,0.11094466769183305,0.1583014495607411,0.9878048780487805,0.5B,longdoc,10
192,256,192,0.75,0.03374465446369832,0.9997757486283294,0.000862299911073198,0.03417845861239652,0.9878048780487805,0.5B,longdoc,10
192,256,192,0.75,0.06942653158751311,0.9998869438355457,0.003764065893915185,0.07167027353655268,0.975609756097561,0.5B,longdoc,10
192,256,192,0.75,0.06260359811988118,0.9996721125012406,0.24760324464167052,0.289757957843843,0.9634146341463414,0.5B,longdoc,10
192,256,192,0.75,0.34835365173567695,0.9997487854412033,0.024644229648556108,0.3621324548270422,0.9634146341463414,0.5B,longdoc,10
256,256,256,1.0,8.611727939081377e-07,0.999999999650754,0.11094466769183305,0.11094399557463523,1.0,0.5B,longdoc,10
256,256,256,1.0,1.253145290726676e-06,0.999999999825377,0.000862299911073198,0.0008624892773287292,1.0,0.5B,longdoc,10
256,256,256,1.0,4.4474849633649576e-07,0.9999999993015081,0.003764065893915185,0.0037643373434332558,1.0,0.5B,longdoc,10
256,256,256,1.0,3.5001806093961016e-07,0.9999999993015081,0.24760324464167052,0.24760321066144395,1.0,0.5B,longdoc,10
256,256,256,1.0,7.302099227408776e-07,0.999999999650754,0.024644229648556108,0.024643877191219334,1.0,0.5B,longdoc,10
32,256,32,0.125,0.3868925883877451,0.8547652543801594,0.08802623689078494,0.38064274462972825,0.5609756097560976,0.5B,longdoc,11
32,256,32,0.125,0.289097387601826,0.8787636219555249,0.40004212706324277,0.3209091338306945,0.573170731707317,0.5B,longdoc,11
32,256,32,0.125,0.9655288370723975,0.840098525121627,0.33211826833028685,0.8932932024491865,0.524390243902439,0.5B,longdoc,11
32,256,32,0.125,0.37133369052788634,0.9626984721284381,0.0002460056490502906,0.3716731157756508,0.7073170731707317,0.5B,longdoc,11
32,256,32,0.125,0.2582240234947781,0.9600524106117471,0.0008859430700732653,0.25638187426167247,0.5609756097560976,0.5B,longdoc,11
64,256,64,0.25,0.30386760721916467,0.9772558264498347,0.08802623689078494,0.32771448543010956,0.7804878048780488,0.5B,longdoc,11
64,256,64,0.25,0.26683856601679173,0.9723603691496547,0.40004212706324277,0.2956625644297235,0.7682926829268293,0.5B,longdoc,11
64,256,64,0.25,0.8750807690657194,0.9631318575846394,0.33211826833028685,0.803292186561312,0.7682926829268293,0.5B,longdoc,11
64,256,64,0.25,0.22609555584467872,0.9978260296498108,0.0002460056490502906,0.22609383443460968,0.9512195121951219,0.5B,longdoc,11
64,256,64,0.25,0.16541446706798527,0.9963160522298211,0.0008859430700732653,0.16560603482339015,0.9512195121951219,0.5B,longdoc,11
128,256,128,0.5,0.2630613613418282,0.9983742772214615,0.08802623689078494,0.26610720803049204,0.926829268292683,0.5B,longdoc,11
128,256,128,0.5,0.24475223660760467,0.9967767206078489,0.40004212706324277,0.2533516718582845,0.9146341463414634,0.5B,longdoc,11
128,256,128,0.5,0.8007980558086828,0.9972666730872048,0.33211826833028685,0.7165415256229163,0.9512195121951219,0.5B,longdoc,11
128,256,128,0.5,0.13721011905260705,0.9995083571700704,0.0002460056490502906,0.13735043794042576,0.9512195121951219,0.5B,longdoc,11
128,256,128,0.5,0.12616156113611662,0.9991465566636805,0.0008859430700732653,0.1267547125921865,0.975609756097561,0.5B,longdoc,11
192,256,192,0.75,0.15617017265947697,0.9997833213290503,0.08802623689078494,0.16226976784668246,0.975609756097561,0.5B,longdoc,11
192,256,192,0.75,0.14417821223323918,0.9995293887633653,0.40004212706324277,0.2923852765222349,0.9878048780487805,0.5B,longdoc,11
192,256,192,0.75,0.4884255452979905,0.9995950173228804,0.33211826833028685,0.49057863591391543,0.9878048780487805,0.5B,longdoc,11
192,256,192,0.75,0.07716810225318937,0.9999117396020809,0.0002460056490502906,0.07729083098812445,1.0,0.5B,longdoc,11
192,256,192,0.75,0.09641472874088414,0.999838791195939,0.0008859430700732653,0.0970359546880136,0.9878048780487805,0.5B,longdoc,11
256,256,256,1.0,6.577250400691869e-07,0.9999999993015081,0.08802623689078494,0.08802628605980067,1.0,0.5B,longdoc,11
256,256,256,1.0,2.8000981628419205e-07,0.9999999993015081,0.40004212706324277,0.4000425703867876,1.0,0.5B,longdoc,11
256,256,256,1.0,5.89979865208877e-07,0.999999998952262,0.33211826833028685,0.33211875768374616,1.0,0.5B,longdoc,11
256,256,256,1.0,4.411233279498844e-07,0.9999999993015081,0.0002460056490502906,0.0002459755147504284,1.0,0.5B,longdoc,11
256,256,256,1.0,7.333414477019652e-07,0.999999999476131,0.0008859430700732653,0.0008856708326954294,1.0,0.5B,longdoc,11
32,256,32,0.125,0.5728875455601703,0.9697326336176028,0.0011497543669001296,0.5722298511457766,0.6219512195121951,0.5B,longdoc,12
32,256,32,0.125,0.7926535875681487,0.9193750799424063,0.319632938709865,1.088045555211835,0.45121951219512196,0.5B,longdoc,12
32,256,32,0.125,0.42857667979271846,0.9498965760398478,0.19321834421965814,0.4761011468661469,0.6097560975609756,0.5B,longdoc,12
32,256,32,0.125,0.363527357265088,0.9472716175372559,0.02979314385021755,0.3592171056601248,0.8536585365853658,0.5B,longdoc,12
32,256,32,0.125,0.5467898741791523,0.9571717245937236,0.003130113550974437,0.545314224694048,0.8658536585365854,0.5B,longdoc,12
64,256,64,0.25,0.34321256406087436,0.9906796075785484,0.0011497543669001296,0.34302106447509834,0.7682926829268293,0.5B,longdoc,12
64,256,64,0.25,0.6441967016132172,0.9775118008821786,0.319632938709865,0.8818818482926446,0.7073170731707317,0.5B,longdoc,12
64,256,64,0.25,0.32269329703894634,0.9873744848342305,0.19321834421965814,0.41881233350533054,0.8414634146341463,0.5B,longdoc,12
64,256,64,0.25,0.3102514214064598,0.9812321812951561,0.02979314385021755,0.31714007544302686,0.9390243902439024,0.5B,longdoc,12
64,256,64,0.25,0.47785902119306434,0.9886986083832672,0.003130113550974437,0.4779522121634132,0.9512195121951219,0.5B,longdoc,12
128,256,128,0.5,0.18572027578561925,0.997219186634317,0.0011497543669001296,0.1861304159240774,0.9024390243902439,0.5B,longdoc,12
128,256,128,0.5,0.5983306899779893,0.9951775520493866,0.319632938709865,0.9087189430286949,0.8902439024390244,0.5B,longdoc,12
128,256,128,0.5,0.25215816347671594,0.997555394045585,0.19321834421965814,0.27653753570635603,0.926829268292683,0.5B,longdoc,12
128,256,128,0.5,0.11225060034059554,0.9968096204528731,0.02979314385021755,0.12566933918999415,0.975609756097561,0.5B,longdoc,12
128,256,128,0.5,0.1395028967322016,0.9984579598776153,0.003130113550974437,0.1406480167186887,0.9878048780487805,0.5B,longdoc,12
192,256,192,0.75,0.09268156643193662,0.9997464774491028,0.0011497543669001296,0.09353981459169072,0.9634146341463414,0.5B,longdoc,12
192,256,192,0.75,0.5947005119313153,0.9991984691109527,0.319632938709865,0.9396272541369044,0.9146341463414634,0.5B,longdoc,12
192,256,192,0.75,0.2336125947092677,0.9991860900869683,0.19321834421965814,0.2804246358289909,0.9390243902439024,0.5B,longdoc,12
192,256,192,0.75,0.060763165342053345,0.9993776045368674,0.02979314385021755,0.0701743378495661,0.9878048780487805,0.5B,longdoc,12
192,256,192,0.75,0.07112594043207277,0.9997005650478752,0.003130113550974437,0.07054653209737581,0.975609756097561,0.5B,longdoc,12
256,256,256,1.0,4.3514284600540186e-07,0.999999999650754,0.0011497543669001296,0.0011499735663987316,1.0,0.5B,longdoc,12
256,256,256,1.0,3.280406263048282e-07,0.999999999825377,0.319632938709865,0.31963277208978375,1.0,0.5B,longdoc,12
256,256,256,1.0,3.5286121547999495e-07,0.999999999476131,0.19321834421965814,0.1932184778135206,1.0,0.5B,longdoc,12
256,256,256,1.0,1.0250199707323082e-06,0.9999999991268851,0.02979314385021755,0.029793500706810288,1.0,0.5B,longdoc,12
256,256,256,1.0,9.123157588255272e-07,0.9999999991268851,0.003130113550974437,0.0031297733357608035,1.0,0.5B,longdoc,12
32,256,32,0.125,1.8269482081861856,0.9228517231531537,0.08901129022569651,1.937088229321254,0.6097560975609756,0.5B,longdoc,13
32,256,32,0.125,0.6470544750805242,0.8622595794122788,0.011756089212865337,0.641779392433482,0.47560975609756095,0.5B,longdoc,13
32,256,32,0.125,0.42467868119596575,0.9012848642838479,0.35735865858347926,0.5250267065256444,0.5121951219512195,0.5B,longdoc,13
32,256,32,0.125,0.24943227945227237,0.9459125758506403,0.07799046235129233,0.26134013789603344,0.7317073170731707,0.5B,longdoc,13
32,256,32,0.125,0.32404624511794317,0.950746331687798,0.09311830853606175,0.3241457250377918,0.5975609756097561,0.5B,longdoc,13
64,256,64,0.25,1.856434727241866,0.987363564261485,0.08901129022569651,1.91053639557243,0.8414634146341463,0.5B,longdoc,13
64,256,64,0.25,0.3639070065504415,0.9845824260970347,0.011756089212865337,0.36243429542883715,0.8414634146341463,0.5B,longdoc,13
64,256,64,0.25,0.376893436830776,0.9874987055197518,0.35735865858347926,0.4220718587817676,0.6707317073170732,0.5B,longdoc,13
64,256,64,0.25,0.16665601348103384,0.9734941174891997,0.07799046235129233,0.21495597681725775,0.8048780487804879,0.5B,longdoc,13
64,256,64,0.25,0.18424709883165033,0.9805184602767056,0.09311830853606175,0.1975834728311028,0.8170731707317073,0.5B,longdoc,13
128,256,128,0.5,1.7471978907175263,0.9976356427405785,0.08901129022569651,1.8104342566361025,0.9024390243902439,0.5B,longdoc,13
128,256,128,0.5,0.19182550831453823,0.9983521886351892,0.011756089212865337,0.1928852385670497,0.926829268292683,0.5B,longdoc,13
128,256,128,0.5,0.34909828046363894,0.998061120918404,0.35735865858347926,0.4266947804493816,0.8780487804878049,0.5B,longdoc,13
128,256,128,0.5,0.10447442684437316,0.9973509632567518,0.07799046235129233,0.14786073434171795,0.8902439024390244,0.5B,longdoc,13
128,256,128,0.5,0.09228064658097018,0.9987436441421446,0.09311830853606175,0.10055991793317912,0.926829268292683,0.5B,longdoc,13
192,256,192,0.75,1.2010350942072174,0.9995964384047986,0.08901129022569651,1.179340655243345,0.975609756097561,0.5B,longdoc,13
192,256,192,0.75,0.09164734856194022,0.9997795828253899,0.011756089212865337,0.09456270520420877,0.975609756097561,0.5B,longdoc,13
192,256,192,0.75,0.2601674354054995,0.9996049540696824,0.35735865858347926,0.28496970606167904,0.9512195121951219,0.5B,longdoc,13
192,256,192,0.75,0.0312525017182288,0.9996079682371672,0.07799046235129233,0.07904112172639097,0.9634146341463414,0.5B,longdoc,13
192,256,192,0.75,0.04152421008958506,0.9998161352595618,0.09311830853606175,0.08665634103869792,0.9634146341463414,0.5B,longdoc,13
256,256,256,1.0,5.236729964538671e-07,0.999999998603016,0.08901129022569651,0.08901167791785933,1.0,0.5B,longdoc,13
256,256,256,1.0,4.6933165672949146e-07,0.999999999476131,0.011756089212865337,0.011755840229804759,1.0,0.5B,longdoc,13
256,256,256,1.0,1.8869539225598543e-07,0.999999999650754,0.35735865858347926,0.35735854307719134,1.0,0.5B,longdoc,13
256,256,256,1.0,3.806712944545607e-07,0.999999999825377,0.07799046235129233,0.07799043967781141,1.0,0.5B,longdoc,13
256,256,256,1.0,3.799049845624523e-07,0.999999999650754,0.09311830853606175,0.0931186038515628,1.0,0.5B,longdoc,13
32,256,32,0.125,0.4397067589914904,0.9658333495034225,0.02655458193287847,0.43835483570900613,0.8292682926829268,0.5B,longdoc,14
32,256,32,0.125,0.27753436033035733,0.9418530372470565,0.11233126659217171,0.36259260081382916,0.7073170731707317,0.5B,longdoc,14
32,256,32,0.125,0.3670315390591734,0.9754196342447369,0.02020655960283126,0.3625984572255642,0.6951219512195121,0.5B,longdoc,14
32,256,32,0.125,0.29240790865652727,0.9378200312102977,0.22393887589369021,0.47640500328079877,0.5975609756097561,0.5B,longdoc,14
32,256,32,0.125,1.0279967868201463,0.9485745935433302,0.5309225164028192,1.0487062515406116,0.5853658536585366,0.5B,longdoc,14
64,256,64,0.25,0.23654119246234626,0.9866970433142137,0.02655458193287847,0.23467842157585125,0.8780487804878049,0.5B,longdoc,14
64,256,64,0.25,0.136865888144538,0.976778942755286,0.11233126659217171,0.20980724443987772,0.8536585365853658,0.5B,longdoc,14
64,256,64,0.25,0.23270112295411835,0.9900594671967494,0.02020655960283126,0.2272708121539561,0.8048780487804879,0.5B,longdoc,14
64,256,64,0.25,0.13369912414058047,0.9846762976555927,0.22393887589369021,0.3963404904334431,0.7682926829268293,0.5B,longdoc,14
64,256,64,0.25,1.0668365015006465,0.9790841482220083,0.5309225164028192,0.98042248711524,0.7560975609756098,0.5B,longdoc,14
128,256,128,0.5,0.11970209824826399,0.9975408462040258,0.02655458193287847,0.1259470081370656,0.975609756097561,0.5B,longdoc,14
128,256,128,0.5,0.09913955123667811,0.9943506393590392,0.11233126659217171,0.19924767782805683,0.9146341463414634,0.5B,longdoc,14
128,256,128,0.5,0.10828230278561328,0.9984828586717164,0.02020655960283126,0.11544510329849661,0.926829268292683,0.5B,longdoc,14
128,256,128,0.5,0.07623576452460995,0.997143207296883,0.22393887589369021,0.3514186227980941,0.8780487804878049,0.5B,longdoc,14
128,256,128,0.5,1.00062194794764,0.9960279368639812,0.5309225164028192,0.7838119937679331,0.8658536585365854,0.5B,longdoc,14
192,256,192,0.75,0.04741024458324955,0.9994808184255589,0.02655458193287847,0.0492746546758492,1.0,0.5B,longdoc,14
192,256,192,0.75,0.05356678811082891,0.9989592294985342,0.11233126659217171,0.11807297568700142,0.9878048780487805,0.5B,longdoc,14
192,256,192,0.75,0.05685801127743648,0.9997187160602751,0.02020655960283126,0.056811114891004676,0.975609756097561,0.5B,longdoc,14
192,256,192,0.75,0.06217379011566971,0.9990848187044528,0.22393887589369021,0.3283568845771441,0.926829268292683,0.5B,longdoc,14
192,256,192,0.75,0.9340484418380591,0.9987742056106675,0.5309225164028192,0.6867513820086285,0.9146341463414634,0.5B,longdoc,14
256,256,256,1.0,1.8177224983329145e-06,0.999999999650754,0.02655458193287847,0.026555696960455753,1.0,0.5B,longdoc,14
256,256,256,1.0,4.487023141274396e-07,0.999999999650754,0.11233126659217171,0.1123310033230946,1.0,0.5B,longdoc,14
256,256,256,1.0,1.7060334220934868e-06,0.999999999476131,0.02020655960283126,0.020207264551261366,1.0,0.5B,longdoc,14
256,256,256,1.0,1.405186723768543e-07,0.999999998952262,0.22393887589369021,0.22393885424739238,1.0,0.5B,longdoc,14
256,256,256,1.0,4.965231958127085e-07,0.999999998952262,0.5309225164028192,0.53092220945201,1.0,0.5B,longdoc,14
32,256,32,0.125,0.2512252557788086,0.9616544665614011,0.09116727801014107,0.27025222024777973,0.7317073170731707,0.5B,longdoc,15
32,256,32,0.125,0.3855935534581427,0.9678917648341255,0.009299008701989587,0.3888180175556934,0.7926829268292683,0.5B,longdoc,15
32,256,32,0.125,0.5658364952089092,0.9643491670427348,0.2598859842457486,0.7680290695221759,0.5365853658536586,0.5B,longdoc,15
32,256,32,0.125,0.2275903805951076,0.9539867328644273,0.08717898556363923,0.279190613906324,0.7439024390243902,0.5B,longdoc,15
32,256,32,0.125,0.7752265454699279,0.9353206554525736,0.3820415041896019,0.7404143755423299,0.573170731707317,0.5B,longdoc,15
64,256,64,0.25,0.180539966739218,0.9840895591599231,0.09116727801014107,0.22895839436894422,0.8048780487804879,0.5B,longdoc,15
64,256,64,0.25,0.31712631802250196,0.99123711331205,0.009299008701989587,0.32282814988271724,0.8902439024390244,0.5B,longdoc,15
64,256,64,0.25,0.305841420901905,0.9883286016439372,0.2598859842457486,0.26652203724217594,0.8292682926829268,0.5B,longdoc,15
64,256,64,0.25,0.22973748479812506,0.9855174721550366,0.08717898556363923,0.2860618433939,0.8536585365853658,0.5B,longdoc,15
64,256,64,0.25,0.9341915296298058,0.9832653871774532,0.3820415041896019,0.8457409465104034,0.7439024390243902,0.5B,longdoc,15
128,256,128,0.5,0.049500342599220946,0.9972045876282207,0.09116727801014107,0.09805610438506492,0.926829268292683,0.5B,longdoc,15
128,256,128,0.5,0.12768722416954953,0.9988428673715736,0.009299008701989587,0.12555234810822838,0.9390243902439024,0.5B,longdoc,15
128,256,128,0.5,0.24149965202791998,0.9976824202241142,0.2598859842457486,0.21418886206367801,0.8902439024390244,0.5B,longdoc,15
128,256,128,0.5,0.22923731604300288,0.9966359875720956,0.08717898556363923,0.3141631606699667,0.926829268292683,0.5B,longdoc,15
128,256,128,0.5,0.8676490861828514,0.9949114330688786,0.3820415041896019,0.8153400251111177,0.8170731707317073,0.5B,longdoc,15
192,256,192,0.75,0.03392366876784351,0.9995306144421542,0.09116727801014107,0.08000514611586215,0.9634146341463414,0.5B,longdoc,15
192,256,192,0.75,0.0872392811171334,0.9997442342421329,0.009299008701989587,0.087093023730628,0.975609756097561,0.5B,longdoc,15
192,256,192,0.75,0.17738587889655538,0.9995080014630333,0.2598859842457486,0.2008154558335879,0.926829268292683,0.5B,longdoc,15
192,256,192,0.75,0.13012955261193293,0.9996117772885168,0.08717898556363923,0.19300538697510322,1.0,0.5B,longdoc,15
192,256,192,0.75,0.4962676966960762,0.9994404076963533,0.3820415041896019,0.4076118908452146,0.9512195121951219,0.5B,longdoc,15
256,256,256,1.0,6.945239255390627e-07,0.9999999991268851,0.09116727801014107,0.09116743368601708,1.0,0.5B,longdoc,15
256,256,256,1.0,2.112189796293304e-06,0.999999999650754,0.009299008701989587,0.009298973406175073,1.0,0.5B,longdoc,15
256,256,256,1.0,3.099134366751739e-07,0.999999998603016,0.2598859842457486,0.259885823502697,1.0,0.5B,longdoc,15
256,256,256,1.0,4.745278894392047e-07,0.999999998952262,0.08717898556363923,0.087178912693288,1.0,0.5B,longdoc,15
256,256,256,1.0,2.188077258112319e-07,0.9999999993015081,0.3820415041896019,0.38204151491671795,1.0,0.5B,longdoc,15
32,256,32,0.125,0.6985419307794605,0.9667539111080117,0.0017059746429934001,0.7020562903028272,0.8414634146341463,0.5B,longdoc,16
32,256,32,0.125,0.6181954498373112,0.9498560862064264,1.976482932001674e-05,0.6181995025018245,0.7439024390243902,0.5B,longdoc,16
32,256,32,0.125,0.4488445875253562,0.972456451959175,0.0017536504275862935,0.44889830514648066,0.8780487804878049,0.5B,longdoc,16
32,256,32,0.125,1.408199365079913,0.9688985732588998,0.003360568285447533,1.412254305227798,0.8048780487804879,0.5B,longdoc,16
32,256,32,0.125,1.1955325967152817,0.9647691620585754,0.00045640675120412106,1.1956487204677888,0.8414634146341463,0.5B,longdoc,16
64,256,64,0.25,0.434643735697325,0.9913521839273532,0.0017059746429934001,0.43649508426852146,0.9024390243902439,0.5B,longdoc,16
64,256,64,0.25,0.3392590539459654,0.9947235815108839,1.976482932001674e-05,0.339259282349308,0.8780487804878049,0.5B,longdoc,16
64,256,64,0.25,0.3239826904055004,0.9968790674933794,0.0017536504275862935,0.32442061606710587,0.9146341463414634,0.5B,longdoc,16
64,256,64,0.25,0.9070834917684731,0.9954263061702099,0.003360568285447533,0.9094664305308967,0.8414634146341463,0.5B,longdoc,16
64,256,64,0.25,0.7395574800594488,0.9952235273148918,0.00045640675120412106,0.7398444396187884,0.926829268292683,0.5B,longdoc,16
128,256,128,0.5,0.2483479501480611,0.9981059340678898,0.0017059746429934001,0.24954030397299531,0.926829268292683,0.5B,longdoc,16
128,256,128,0.5,0.1870106926419908,0.9984812423612918,1.976482932001674e-05,0.18701251552170817,0.9634146341463414,0.5B,longdoc,16
128,256,128,0.5,0.1494087168403527,0.9990834376111999,0.0017536504275862935,0.14928356378306878,0.9390243902439024,0.5B,longdoc,16
128,256,128,0.5,0.48554350611576347,0.9991858873496734,0.003360568285447533,0.4872973742771693,0.9390243902439024,0.5B,longdoc,16
128,256,128,0.5,0.3546456837859123,0.998846504070029,0.00045640675120412106,0.3546800104275152,0.9512195121951219,0.5B,longdoc,16
