dc,native_elems,latent_elems,bytes_ratio,rl2_latent,logit_spearman,rl2_sparse_orig,rl2_sparse_latent,sparse_support,model,regime,layer
192,256,192,0.75,0.10725126847059427,0.9997653679898787,0.0017059746429934001,0.1087866717082527,0.9878048780487805,0.5B,longdoc,16
192,256,192,0.75,0.048086558136886885,0.9998272252166107,1.976482932001674e-05,0.04808461165969326,0.975609756097561,0.5B,longdoc,16
192,256,192,0.75,0.04053534174915665,0.9998637249146387,0.0017536504275862935,0.04026832671527725,0.975609756097561,0.5B,longdoc,16
192,256,192,0.75,0.16343448360726232,0.9999037355825668,0.003360568285447533,0.16568819163465773,0.975609756097561,0.5B,longdoc,16
192,256,192,0.75,0.07550782161095132,0.9998733801691758,0.00045640675120412106,0.07546885643497149,0.9878048780487805,0.5B,longdoc,16
256,256,256,1.0,8.98027141960875e-07,0.9999999991268851,0.0017059746429934001,0.0017065493746248953,1.0,0.5B,longdoc,16
256,256,256,1.0,4.2473805425700034e-07,0.999999998777639,1.976482932001674e-05,1.9734675174622507e-05,1.0,0.5B,longdoc,16
256,256,256,1.0,2.963799735846005e-07,0.999999999650754,0.0017536504275862935,0.0017535000374522905,1.0,0.5B,longdoc,16
256,256,256,1.0,1.2903891208071418e-06,0.9999999993015081,0.003360568285447533,0.003361443586869157,1.0,0.5B,longdoc,16
256,256,256,1.0,3.526580291445389e-07,0.999999999476131,0.00045640675120412106,0.00045668896466173034,1.0,0.5B,longdoc,16
32,256,32,0.125,0.10848814814908285,0.9176852865906976,0.05114227695562411,0.13364064172897097,0.7926829268292683,0.5B,longdoc,17
32,256,32,0.125,0.1827416854706979,0.9277992984318688,0.04510024893941656,0.1890595580953133,0.7439024390243902,0.5B,longdoc,17
32,256,32,0.125,0.15988625888606134,0.9277105042114595,0.07930127026937339,0.1609629476450994,0.6951219512195121,0.5B,longdoc,17
32,256,32,0.125,0.8745583283304927,0.9536060474051973,0.010927503161635144,0.8765921255300957,0.7682926829268293,0.5B,longdoc,17
32,256,32,0.125,0.48310000519485585,0.9374767770627641,0.2406297908954821,0.5903388098951524,0.5365853658536586,0.5B,longdoc,17
64,256,64,0.25,0.06703805813652897,0.9656048893683711,0.05114227695562411,0.10547156896501762,0.8414634146341463,0.5B,longdoc,17
64,256,64,0.25,0.11604064819952682,0.963509875852272,0.04510024893941656,0.16197744613002713,0.8414634146341463,0.5B,longdoc,17
64,256,64,0.25,0.08027397155377294,0.9615825658932181,0.07930127026937339,0.14053440197095923,0.7439024390243902,0.5B,longdoc,17
64,256,64,0.25,0.7485054668423267,0.9810900338131582,0.010927503161635144,0.7541646864891987,0.8292682926829268,0.5B,longdoc,17
64,256,64,0.25,0.26887582385154635,0.9899669489663884,0.2406297908954821,0.2950436602563691,0.7926829268292683,0.5B,longdoc,17
128,256,128,0.5,0.030645339552090613,0.9952437411487097,0.05114227695562411,0.05946971307094951,0.9512195121951219,0.5B,longdoc,17
128,256,128,0.5,0.06762833128813553,0.9959103193723228,0.04510024893941656,0.10820849790532011,0.9390243902439024,0.5B,longdoc,17
128,256,128,0.5,0.06320084492343171,0.9933622576763709,0.07930127026937339,0.1330038457515017,0.9146341463414634,0.5B,longdoc,17
128,256,128,0.5,0.45955890600449417,0.9975912396058807,0.010927503161635144,0.4648534667533544,0.9390243902439024,0.5B,longdoc,17
128,256,128,0.5,0.25291360258639645,0.9982555589064543,0.2406297908954821,0.2595774329974305,0.9024390243902439,0.5B,longdoc,17
192,256,192,0.75,0.015208144089635339,0.9994157432463091,0.05114227695562411,0.04914769156305669,0.975609756097561,0.5B,longdoc,17
192,256,192,0.75,0.040774454354286324,0.9996013907128842,0.04510024893941656,0.07509735406928211,0.9634146341463414,0.5B,longdoc,17
192,256,192,0.75,0.04079032780912532,0.9990731119789921,0.07930127026937339,0.12492024118418633,0.9634146341463414,0.5B,longdoc,17
192,256,192,0.75,0.39570601998353194,0.9994967534721757,0.010927503161635144,0.40192167060935324,0.9634146341463414,0.5B,longdoc,17
192,256,192,0.75,0.26998047566656264,0.9996554550393011,0.2406297908954821,0.33313497480579085,0.975609756097561,0.5B,longdoc,17
256,256,256,1.0,3.146672755517102e-07,0.999999999825377,0.05114227695562411,0.05114211418022893,1.0,0.5B,longdoc,17
256,256,256,1.0,1.717839251442757e-07,0.999999998777639,0.04510024893941656,0.04510018856040561,1.0,0.5B,longdoc,17
256,256,256,1.0,1.586018668662298e-07,0.999999999476131,0.07930127026937339,0.07930124142934482,1.0,0.5B,longdoc,17
256,256,256,1.0,3.824279714691173e-06,1.0,0.010927503161635144,0.010926870834621641,1.0,0.5B,longdoc,17
256,256,256,1.0,2.5179700881443887e-07,0.999999999650754,0.2406297908954821,0.24062971570629374,1.0,0.5B,longdoc,17
32,256,32,0.125,0.1820375316018992,0.8987995378190377,0.6477121956870718,0.6453033652556955,0.4878048780487805,0.5B,longdoc,18
32,256,32,0.125,0.47455047197644823,0.9278909931401942,0.0004050997467816576,0.47463354743034064,0.5975609756097561,0.5B,longdoc,18
32,256,32,0.125,0.15035314481577514,0.9194395683883991,0.21062188252252198,0.2070424208713919,0.5365853658536586,0.5B,longdoc,18
32,256,32,0.125,0.6713170450492786,0.8907215546408477,0.06324581432132213,0.687432376083964,0.5487804878048781,0.5B,longdoc,18
32,256,32,0.125,1.0630013087189043,0.9150044723044022,0.10886461789200827,1.0253656153347221,0.6463414634146342,0.5B,longdoc,18
64,256,64,0.25,0.1867762882193478,0.9681745037326294,0.6477121956870718,0.7882242985661493,0.6219512195121951,0.5B,longdoc,18
64,256,64,0.25,0.3849564088238735,0.9812115055835213,0.0004050997467816576,0.3849626719038183,0.8536585365853658,0.5B,longdoc,18
64,256,64,0.25,0.10103998229952299,0.9728133106348588,0.21062188252252198,0.24752440094248962,0.7560975609756098,0.5B,longdoc,18
64,256,64,0.25,0.7323846876094191,0.9601244354368782,0.06324581432132213,0.8049412430422205,0.7195121951219512,0.5B,longdoc,18
64,256,64,0.25,1.4168213342348503,0.9630172336549526,0.10886461789200827,1.5030516177699855,0.7682926829268293,0.5B,longdoc,18
128,256,128,0.5,0.2775988426193242,0.9963158460000662,0.6477121956870718,0.8159537743588585,0.8658536585365854,0.5B,longdoc,18
128,256,128,0.5,0.1828649984368001,0.9985023174357119,0.0004050997467816576,0.18278208443291016,0.9634146341463414,0.5B,longdoc,18
128,256,128,0.5,0.2761122316191709,0.9963652889289693,0.21062188252252198,0.46107524269329503,0.9024390243902439,0.5B,longdoc,18
128,256,128,0.5,0.5743989148376374,0.9948922467167525,0.06324581432132213,0.6609525013908334,0.8902439024390244,0.5B,longdoc,18
128,256,128,0.5,1.29843923854347,0.9969353121624887,0.10886461789200827,1.3647321307753606,0.9512195121951219,0.5B,longdoc,18
192,256,192,0.75,0.3566265350705782,0.9996460297632459,0.6477121956870718,0.8688933843442267,0.9634146341463414,0.5B,longdoc,18
192,256,192,0.75,0.3496182329754388,0.9997543318167117,0.0004050997467816576,0.3496472434597932,0.975609756097561,0.5B,longdoc,18
192,256,192,0.75,0.45237425188092467,0.9994932377874546,0.21062188252252198,0.623019887378223,0.9512195121951219,0.5B,longdoc,18
192,256,192,0.75,0.4387062151912189,0.9992117525074186,0.06324581432132213,0.5084824949428653,0.9634146341463414,0.5B,longdoc,18
192,256,192,0.75,1.0564729725241213,0.9995396869797631,0.10886461789200827,1.0820825036807222,0.9634146341463414,0.5B,longdoc,18
256,256,256,1.0,9.282720354700219e-08,0.999999998777639,0.6477121956870718,0.6477120811338969,1.0,0.5B,longdoc,18
256,256,256,1.0,4.4285977362101714e-07,0.999999999476131,0.0004050997467816576,0.0004050213722039016,1.0,0.5B,longdoc,18
256,256,256,1.0,4.364291800735392e-07,0.9999999993015081,0.21062188252252198,0.21062163873806486,1.0,0.5B,longdoc,18
256,256,256,1.0,5.871806792619602e-07,0.999999998603016,0.06324581432132213,0.06324573270411869,1.0,0.5B,longdoc,18
256,256,256,1.0,1.566797173616562e-06,0.9999999991268851,0.10886461789200827,0.10886385431438549,1.0,0.5B,longdoc,18
32,256,32,0.125,1.7588829211485915,0.9172550586674584,0.04791433039850112,1.754104869997646,0.6585365853658537,0.5B,longdoc,19
32,256,32,0.125,0.5714042997261253,0.8610023768075296,0.00044660324441845114,0.5709259367377181,0.4634146341463415,0.5B,longdoc,19
32,256,32,0.125,0.5796260948845317,0.9386891618032067,0.40256030266067844,0.6483738965526141,0.3902439024390244,0.5B,longdoc,19
32,256,32,0.125,0.39435644921782703,0.9283662720494358,0.0656800284428771,0.40770325503804306,0.6463414634146342,0.5B,longdoc,19
32,256,32,0.125,0.33452166367176117,0.9336825515545749,0.1127528045394673,0.3139315613646419,0.7195121951219512,0.5B,longdoc,19
64,256,64,0.25,1.6070841565551544,0.9816922166648339,0.04791433039850112,1.606604794494512,0.8902439024390244,0.5B,longdoc,19
64,256,64,0.25,0.35786344937577486,0.9821936808157671,0.00044660324441845114,0.35789427230386955,0.8292682926829268,0.5B,longdoc,19
64,256,64,0.25,0.32301839790262077,0.9854041266402827,0.40256030266067844,0.4325091821247909,0.7073170731707317,0.5B,longdoc,19
64,256,64,0.25,0.2254076477229046,0.9811737306137744,0.0656800284428771,0.22261007916933723,0.7926829268292683,0.5B,longdoc,19
64,256,64,0.25,0.1403258169805024,0.9729788022424498,0.1127528045394673,0.2397524203886669,0.7926829268292683,0.5B,longdoc,19
128,256,128,0.5,1.282612891711003,0.9979012062453453,0.04791433039850112,1.2689737092362459,0.9634146341463414,0.5B,longdoc,19
128,256,128,0.5,0.1389364918521716,0.9987580234725154,0.00044660324441845114,0.1389061566400495,0.9634146341463414,0.5B,longdoc,19
128,256,128,0.5,0.3171237177457265,0.9975095696543459,0.40256030266067844,0.4355178556738395,0.8658536585365854,0.5B,longdoc,19
128,256,128,0.5,0.270888835328279,0.9971525492777705,0.0656800284428771,0.29059925843391105,0.9146341463414634,0.5B,longdoc,19
128,256,128,0.5,0.08574255596708052,0.9965442088701104,0.1127528045394673,0.18694728589165996,0.9146341463414634,0.5B,longdoc,19
192,256,192,0.75,0.9150667024760014,0.9995987532071957,0.04791433039850112,0.9018707148978883,0.9878048780487805,0.5B,longdoc,19
192,256,192,0.75,0.05777029079876994,0.9997294019397178,0.00044660324441845114,0.057952135196058616,0.975609756097561,0.5B,longdoc,19
192,256,192,0.75,0.18492364151684834,0.9997056357503502,0.40256030266067844,0.35152016135535163,0.9634146341463414,0.5B,longdoc,19
192,256,192,0.75,0.25738793775896557,0.9996667246834099,0.0656800284428771,0.29128754868702883,0.975609756097561,0.5B,longdoc,19
192,256,192,0.75,0.0369308597263457,0.9993881797053324,0.1127528045394673,0.1474576553262184,0.9390243902439024,0.5B,longdoc,19
256,256,256,1.0,2.2623744894704275e-06,0.9999999991268851,0.04791433039850112,0.04791418553156646,1.0,0.5B,longdoc,19
256,256,256,1.0,5.355752981853667e-07,1.0,0.00044660324441845114,0.00044643050287653327,1.0,0.5B,longdoc,19
256,256,256,1.0,4.6802770625095853e-07,0.999999999476131,0.40256030266067844,0.4025603578300366,1.0,0.5B,longdoc,19
256,256,256,1.0,9.523714562239354e-07,0.999999999825377,0.0656800284428771,0.06567980055753814,1.0,0.5B,longdoc,19
256,256,256,1.0,5.880917452387666e-07,0.999999998777639,0.1127528045394673,0.11275222872922726,1.0,0.5B,longdoc,19
32,256,32,0.125,0.6404857230235603,0.9612216612027831,0.03117970930356673,0.6871000073382861,0.5975609756097561,0.5B,longdoc,20
32,256,32,0.125,0.9122449022719624,0.9682185843386588,0.1265247965225475,0.905542605302584,0.6097560975609756,0.5B,longdoc,20
32,256,32,0.125,0.19576003044435114,0.945428164158857,0.3400146996408634,0.47598680463033266,0.5487804878048781,0.5B,longdoc,20
32,256,32,0.125,0.2316355986313905,0.9153817786340916,0.052015593021445754,0.30361004024172267,0.6097560975609756,0.5B,longdoc,20
32,256,32,0.125,0.746005564150377,0.9720245750710115,0.04188111167101687,0.7685822667410199,0.7195121951219512,0.5B,longdoc,20
64,256,64,0.25,0.3189624060642295,0.9827739252569445,0.03117970930356673,0.33144540628815417,0.8414634146341463,0.5B,longdoc,20
64,256,64,0.25,0.9230778842689391,0.985383702735004,0.1265247965225475,0.9102163017930779,0.6585365853658537,0.5B,longdoc,20
64,256,64,0.25,0.1480604344528708,0.9788361374712669,0.3400146996408634,0.3685166609473456,0.6951219512195121,0.5B,longdoc,20
64,256,64,0.25,0.22897043578496784,0.9739484653879905,0.052015593021445754,0.2455910372846019,0.7682926829268293,0.5B,longdoc,20
64,256,64,0.25,0.6612072747741938,0.9884180337621403,0.04188111167101687,0.6543084445742428,0.8780487804878049,0.5B,longdoc,20
128,256,128,0.5,0.5253759878864819,0.998167762656451,0.03117970930356673,0.5688525569067248,0.926829268292683,0.5B,longdoc,20
128,256,128,0.5,0.8130468039524531,0.9973303734596296,0.1265247965225475,0.7632088466607626,0.8048780487804879,0.5B,longdoc,20
128,256,128,0.5,0.08675090555834658,0.9968056514468618,0.3400146996408634,0.4386771429999221,0.8170731707317073,0.5B,longdoc,20
128,256,128,0.5,0.24993845288135835,0.9964966681094717,0.052015593021445754,0.2936148326486023,0.8902439024390244,0.5B,longdoc,20
128,256,128,0.5,0.4872186376517425,0.9989659837412862,0.04188111167101687,0.45928811249660084,0.9390243902439024,0.5B,longdoc,20
192,256,192,0.75,0.3266021412206667,0.9997404740852214,0.03117970930356673,0.3484751006569609,0.9878048780487805,0.5B,longdoc,20
192,256,192,0.75,0.29643067913116666,0.9995211772917354,0.1265247965225475,0.2994988049009427,0.8780487804878049,0.5B,longdoc,20
192,256,192,0.75,0.061409527230356004,0.999513718794452,0.3400146996408634,0.4071805461242705,0.9634146341463414,0.5B,longdoc,20
192,256,192,0.75,0.16735121781860138,0.999596452200015,0.052015593021445754,0.17533476441537982,0.975609756097561,0.5B,longdoc,20
192,256,192,0.75,0.08935493084711055,0.9997942109935261,0.04188111167101687,0.08352805298894043,0.975609756097561,0.5B,longdoc,20
256,256,256,1.0,4.1783429597737003e-07,0.9999999993015081,0.03117970930356673,0.03117968925261764,1.0,0.5B,longdoc,20
256,256,256,1.0,7.83816652753445e-07,0.999999999650754,0.1265247965225475,0.12652544116640022,1.0,0.5B,longdoc,20
256,256,256,1.0,1.5526099941635036e-07,0.9999999993015081,0.3400146996408634,0.3400147611086316,1.0,0.5B,longdoc,20
256,256,256,1.0,3.666021519204394e-07,0.999999999476131,0.052015593021445754,0.05201562459817667,1.0,0.5B,longdoc,20
256,256,256,1.0,3.6988434476529576e-07,0.999999999650754,0.04188111167101687,0.041881373272972804,1.0,0.5B,longdoc,20
32,256,32,0.125,0.2470400661555929,0.8660044138545938,0.0863021134716785,0.38954054184401155,0.4024390243902439,0.5B,longdoc,21
32,256,32,0.125,0.4226953209763274,0.9502718565681938,0.1168919167515016,0.4999056682538452,0.5,0.5B,longdoc,21
32,256,32,0.125,0.7347999686500183,0.9433636094329608,0.009170061311585771,0.7403367605125797,0.5121951219512195,0.5B,longdoc,21
32,256,32,0.125,0.817724754705621,0.4006911029752629,0.01811023606381911,0.8591382070942515,0.23170731707317074,0.5B,longdoc,21
32,256,32,0.125,0.9192421089634315,0.8162570997867309,0.17635737536106885,0.8938768988313838,0.4268292682926829,0.5B,longdoc,21
64,256,64,0.25,0.2492439437946519,0.9578913772060053,0.0863021134716785,0.3207168276236315,0.5975609756097561,0.5B,longdoc,21
64,256,64,0.25,0.6999961473140661,0.980654911032798,0.1168919167515016,0.8228328243705406,0.7439024390243902,0.5B,longdoc,21
64,256,64,0.25,0.6303595851506263,0.9760301094184881,0.009170061311585771,0.6326428045150361,0.7195121951219512,0.5B,longdoc,21
64,256,64,0.25,0.5934954868773057,0.9205745167371528,0.01811023606381911,0.5744878195209383,0.6341463414634146,0.5B,longdoc,21
64,256,64,0.25,0.9542355338172979,0.9608289052783977,0.17635737536106885,0.9424798110649377,0.7073170731707317,0.5B,longdoc,21
128,256,128,0.5,0.21868503494908512,0.9910197948224534,0.0863021134716785,0.25857422125070273,0.8292682926829268,0.5B,longdoc,21
128,256,128,0.5,0.3711305354437316,0.997931339363666,0.1168919167515016,0.5813314029367689,0.926829268292683,0.5B,longdoc,21
128,256,128,0.5,0.2761175167910653,0.9973364414340186,0.009170061311585771,0.2772265631502564,0.8902439024390244,0.5B,longdoc,21
128,256,128,0.5,0.09625446377329555,0.9963960496423274,0.01811023606381911,0.10663031704120865,0.8658536585365854,0.5B,longdoc,21
128,256,128,0.5,0.887807366688788,0.9966869575790738,0.17635737536106885,1.0120476532683662,0.926829268292683,0.5B,longdoc,21
192,256,192,0.75,0.1286551900074088,0.9998077839149145,0.0863021134716785,0.14242753216378093,0.975609756097561,0.5B,longdoc,21
192,256,192,0.75,0.09849097432116637,0.9998434208007333,0.1168919167515016,0.2144158963081398,0.9878048780487805,0.5B,longdoc,21
192,256,192,0.75,0.05597883291332849,0.9998146949691143,0.009170061311585771,0.05904981599005828,0.9634146341463414,0.5B,longdoc,21
192,256,192,0.75,0.050321693642787754,0.9998785168791423,0.01811023606381911,0.06464039496573462,0.975609756097561,0.5B,longdoc,21
192,256,192,0.75,0.5126048991987238,0.9997535103901519,0.17635737536106885,0.5278511555027965,0.9512195121951219,0.5B,longdoc,21
256,256,256,1.0,2.2124857650870498e-07,0.999999999825377,0.0863021134716785,0.08630216840503278,1.0,0.5B,longdoc,21
256,256,256,1.0,5.58237197995942e-07,0.9999999991268851,0.1168919167515016,0.11689148517996584,1.0,0.5B,longdoc,21
256,256,256,1.0,4.6445701666698995e-07,0.999999999650754,0.009170061311585771,0.00916998183653279,1.0,0.5B,longdoc,21
256,256,256,1.0,4.812772560001762e-07,0.999999999650754,0.01811023606381911,0.01811055880588083,1.0,0.5B,longdoc,21
256,256,256,1.0,1.043995367767971e-06,0.999999999476131,0.17635737536106885,0.17635728420189145,1.0,0.5B,longdoc,21
32,256,32,0.125,0.9173986492171177,0.9150855841608507,0.3178605500901361,1.2284261367389298,0.47560975609756095,0.5B,longdoc,22
32,256,32,0.125,0.8560758132848209,0.9286256842846459,0.6921077900410599,1.198673758149555,0.5365853658536586,0.5B,longdoc,22
32,256,32,0.125,0.9160226626259439,0.9288205399708958,0.43057397268433284,0.9155778843746396,0.6951219512195121,0.5B,longdoc,22
32,256,32,0.125,0.9495680800702224,0.9363708384826162,0.044636751080251336,0.9397213361875543,0.7073170731707317,0.5B,longdoc,22
32,256,32,0.125,0.9064038691984452,0.9743044481547407,0.18001539408877806,1.0494269715579938,0.7195121951219512,0.5B,longdoc,22
64,256,64,0.25,0.5991954562386904,0.9843302067575355,0.3178605500901361,0.7695943348244474,0.6341463414634146,0.5B,longdoc,22
64,256,64,0.25,0.7689809034362992,0.984406247911509,0.6921077900410599,0.8974210776290996,0.7804878048780488,0.5B,longdoc,22
64,256,64,0.25,0.8555236904173752,0.9809580685978908,0.43057397268433284,0.8430044301539015,0.8414634146341463,0.5B,longdoc,22
64,256,64,0.25,0.9118479929442808,0.9852141521905602,0.044636751080251336,0.8844719985443797,0.7195121951219512,0.5B,longdoc,22
64,256,64,0.25,0.6250165888646878,0.9936294512867787,0.18001539408877806,0.6789009488201408,0.7926829268292683,0.5B,longdoc,22
128,256,128,0.5,0.1977685862231273,0.9992242885174737,0.3178605500901361,0.30414212687407827,0.9146341463414634,0.5B,longdoc,22
128,256,128,0.5,0.3630435738224757,0.9993612144227305,0.6921077900410599,0.4206110710833388,0.9390243902439024,0.5B,longdoc,22
128,256,128,0.5,0.3276948377900898,0.9993778404525312,0.43057397268433284,0.5899189859410326,0.9390243902439024,0.5B,longdoc,22
128,256,128,0.5,0.37364030628637906,0.9991781346126465,0.044636751080251336,0.3395475044753479,0.9146341463414634,0.5B,longdoc,22
128,256,128,0.5,0.19820079907736396,0.9996540680088665,0.18001539408877806,0.2848384013355447,0.9634146341463414,0.5B,longdoc,22
192,256,192,0.75,0.03802472091604526,0.999983485030423,0.3178605500901361,0.30782331630161985,0.9878048780487805,0.5B,longdoc,22
192,256,192,0.75,0.059463934032947606,0.9999421804061155,0.6921077900410599,0.7250334839466624,1.0,0.5B,longdoc,22
192,256,192,0.75,0.05551858493740546,0.9999692799737993,0.43057397268433284,0.41771105844295964,0.9878048780487805,0.5B,longdoc,22
192,256,192,0.75,0.0510931530166716,0.9999462599484815,0.044636751080251336,0.06173572279694703,0.9634146341463414,0.5B,longdoc,22
192,256,192,0.75,0.07131177584464986,0.9999825698313158,0.18001539408877806,0.20187763677000994,0.9878048780487805,0.5B,longdoc,22
256,256,256,1.0,1.1877693604254578e-06,0.999999999825377,0.3178605500901361,0.3178607061753328,1.0,0.5B,longdoc,22
256,256,256,1.0,4.0619584378301137e-07,0.999999999650754,0.6921077900410599,0.6921075712177581,1.0,0.5B,longdoc,22
256,256,256,1.0,4.872969451805631e-07,0.999999999476131,0.43057397268433284,0.43057397408744646,1.0,0.5B,longdoc,22
256,256,256,1.0,5.604995072414775e-07,1.0,0.044636751080251336,0.04463642709380978,1.0,0.5B,longdoc,22
256,256,256,1.0,3.374274931274767e-07,0.9999999993015081,0.18001539408877806,0.18001534967542832,1.0,0.5B,longdoc,22
32,256,32,0.125,0.28410283415566884,0.9478539366742148,0.327253683984985,0.41948514292577,0.7317073170731707,0.5B,longdoc,23
32,256,32,0.125,0.9474424751220984,0.9572524191012185,0.0880284459758137,0.90983493292544,0.5609756097560976,0.5B,longdoc,23
32,256,32,0.125,0.3085007665787182,0.861223549051962,0.06397127224948986,0.3303198479543779,0.43902439024390244,0.5B,longdoc,23
32,256,32,0.125,0.8746903832519397,0.9608418499062568,0.47647960920408056,0.956927818213762,0.7560975609756098,0.5B,longdoc,23
32,256,32,0.125,0.9830469707051157,0.9447854944423508,0.0651598437634578,1.00348023073947,0.6585365853658537,0.5B,longdoc,23
64,256,64,0.25,0.17815151139634317,0.9838235201567461,0.327253683984985,0.36636751408583057,0.8292682926829268,0.5B,longdoc,23
64,256,64,0.25,0.9064258638361203,0.9871658676337596,0.0880284459758137,0.828683135808917,0.8536585365853658,0.5B,longdoc,23
64,256,64,0.25,0.20643201349253434,0.9714919724971859,0.06397127224948986,0.20926128730916116,0.7560975609756098,0.5B,longdoc,23
64,256,64,0.25,0.8840588224116768,0.9892759100777639,0.47647960920408056,0.9922794701429491,0.8780487804878049,0.5B,longdoc,23
64,256,64,0.25,0.9642204198424461,0.9871730357330053,0.0651598437634578,0.9651403412179604,0.7682926829268293,0.5B,longdoc,23
128,256,128,0.5,0.07990404727584162,0.998933338845832,0.327253683984985,0.23746384303599566,0.926829268292683,0.5B,longdoc,23
128,256,128,0.5,0.24067937700660796,0.999583965084398,0.0880284459758137,0.22941556019264578,0.9512195121951219,0.5B,longdoc,23
128,256,128,0.5,0.06358614003256595,0.9993730309860539,0.06397127224948986,0.06817999918786727,0.9512195121951219,0.5B,longdoc,23
128,256,128,0.5,0.4444326333308877,0.9991377214387192,0.47647960920408056,0.9415129996698187,0.9512195121951219,0.5B,longdoc,23
128,256,128,0.5,0.43910228521794,0.9981193454630096,0.0651598437634578,0.45307290060865296,0.8414634146341463,0.5B,longdoc,23
192,256,192,0.75,0.034234266398437525,0.9998841711716605,0.327253683984985,0.29028064872916004,0.9634146341463414,0.5B,longdoc,23
192,256,192,0.75,0.04926650164386269,0.9999176603692865,0.0880284459758137,0.10035085247347614,0.9634146341463414,0.5B,longdoc,23
192,256,192,0.75,0.028744280232982037,0.999940561301723,0.06397127224948986,0.06164014607878252,0.9878048780487805,0.5B,longdoc,23
192,256,192,0.75,0.03579958319141066,0.9999211896746011,0.47647960920408056,0.4680456573353364,0.975609756097561,0.5B,longdoc,23
192,256,192,0.75,0.045892322516386454,0.9999339134043739,0.0651598437634578,0.08411161116863072,0.9512195121951219,0.5B,longdoc,23
256,256,256,1.0,2.899999353265523e-07,1.0,0.327253683984985,0.3272539099539011,1.0,0.5B,longdoc,23
256,256,256,1.0,6.823145227420905e-07,0.999999999650754,0.0880284459758137,0.08802869983074586,1.0,0.5B,longdoc,23
256,256,256,1.0,2.715927654232719e-07,0.9999999993015081,0.06397127224948986,0.06397132093157272,1.0,0.5B,longdoc,23
256,256,256,1.0,7.704104862195072e-07,0.999999999825377,0.47647960920408056,0.4764788427948582,1.0,0.5B,longdoc,23
256,256,256,1.0,1.1857587034578308e-06,1.0,0.0651598437634578,0.06516003811221735,1.0,0.5B,longdoc,23
32,256,32,0.125,0.6402774886874958,0.9683988459082564,0.009088234778044635,0.6674758980437523,0.7073170731707317,0.5B,needle,0
32,256,32,0.125,0.0830986833049179,0.9244690481373287,0.12147318103422036,0.16263206282837397,0.5121951219512195,0.5B,needle,0
32,256,32,0.125,0.2670323643492999,0.94964551427617,0.09950643091112975,0.1858427572925804,0.7682926829268293,0.5B,needle,0
32,256,32,0.125,0.7875927816702186,0.9858837346281475,0.0007711622903393959,0.7879104443054689,0.8658536585365854,0.5B,needle,0
32,256,32,0.125,0.19633107038684028,0.895962641135891,0.09768934744348147,0.26614646919476775,0.6707317073170732,0.5B,needle,0
64,256,64,0.25,0.4237769186776679,0.9931470695872907,0.009088234778044635,0.4249287481432158,0.8414634146341463,0.5B,needle,0
64,256,64,0.25,0.05005285135864704,0.9790950006917865,0.12147318103422036,0.16162669474924393,0.6585365853658537,0.5B,needle,0
64,256,64,0.25,0.2046017585827672,0.9833293817896214,0.09950643091112975,0.21754117693953143,0.8536585365853658,0.5B,needle,0
64,256,64,0.25,0.6725617406562403,0.9981572417957368,0.0007711622903393959,0.6727008557587094,0.926829268292683,0.5B,needle,0
64,256,64,0.25,0.23219982399113148,0.9723687522756869,0.09768934744348147,0.34469821146773066,0.7926829268292683,0.5B,needle,0
128,256,128,0.5,0.20724352838273308,0.9999934813236657,0.009088234778044635,0.21066836634080688,0.9878048780487805,0.5B,needle,0
128,256,128,0.5,0.009858074178669353,0.9998901933948252,0.12147318103422036,0.12214736647135514,0.9634146341463414,0.5B,needle,0
128,256,128,0.5,0.10595706317521156,0.9999857912762935,0.09950643091112975,0.1592342246242865,1.0,0.5B,needle,0
128,256,128,0.5,0.2788811912024711,0.9999788377887063,0.0007711622903393959,0.2789256338481153,0.9878048780487805,0.5B,needle,0
128,256,128,0.5,0.10280220447215391,0.9994826123275675,0.09768934744348147,0.21925069889659415,0.9512195121951219,0.5B,needle,0
192,256,192,0.75,0.015895586011809903,0.9999999937135723,0.009088234778044635,0.017685127499507753,1.0,0.5B,needle,0
192,256,192,0.75,0.0013515567825759616,0.9999999460414951,0.12147318103422036,0.12159134343707614,1.0,0.5B,needle,0
192,256,192,0.75,0.010470433839632741,0.9999999607098266,0.09950643091112975,0.10134648501936899,1.0,0.5B,needle,0
192,256,192,0.75,0.021941823482224405,0.9999999799183558,0.0007711622903393959,0.02201423102714653,1.0,0.5B,needle,0
192,256,192,0.75,0.0041410025854914725,0.9999998690327552,0.09768934744348147,0.0981203263496328,1.0,0.5B,needle,0
256,256,256,1.0,1.7949632269475749e-06,0.9999999982537701,0.009088234778044635,0.009088439338736924,1.0,0.5B,needle,0
256,256,256,1.0,1.7076361233150912e-06,0.9999999872525215,0.12147318103422036,0.12147218042530737,1.0,0.5B,needle,0
256,256,256,1.0,8.09871098781334e-06,0.9999999883002595,0.09950643091112975,0.09950647599866862,1.0,0.5B,needle,0
256,256,256,1.0,4.252549120345039e-06,0.9999999993015081,0.0007711622903393959,0.000772180326565305,1.0,0.5B,needle,0
256,256,256,1.0,2.69282352192382e-06,0.9999999977299011,0.09768934744348147,0.09768866089992456,1.0,0.5B,needle,0
32,256,32,0.125,1.1936283371550673,0.9352562510002405,0.09599178185214907,1.2176092403074934,0.5853658536585366,0.5B,needle,1
32,256,32,0.125,0.520603109736269,0.6925936068999495,0.7508016331966196,0.8546679556567375,0.5121951219512195,0.5B,needle,1
