block_size,mean_blocks,mean_block_util,mean_overread,meta_overhead_frac
16,111.75892857142857,0.20151459747963663,6.17644941388762,0.001953125
32,84.93061755952381,0.14618037247319882,9.398678537934623,0.0009765625
64,62.58891369047619,0.10811989341634806,13.963589551329987,0.00048828125
128,41.70386904761905,0.08235383582373627,18.79799781228314,0.000244140625
