prompt,regime,layer,head,T,S,read_ratio,component_read_gain,rel_l2,cosine,js,topk_overlap,mass_retained,entropy,gini,pass_strict,pass_mod,pass_weak
short_qa,short,0,13,44,4,0.09090909090909091,11.0,0.005813472741672059,0.9999934849301625,0.001821138499216403,1.0,0.99475525158261,0.5985412905156475,0.9662753627792097,True,True,True
short_qa,short,0,13,44,8,0.18181818181818182,5.5,0.0014958578506561718,0.9999999173051183,0.0004738880588609062,1.0,0.9986333215984529,0.5985412905156475,0.9662753627792097,True,True,True
short_qa,short,0,13,44,16,0.36363636363636365,2.75,2.7597530928705704e-05,0.999999999880214,1.080598013963589e-05,1.0,0.9999688204651123,0.5985412905156475,0.9662753627792097,True,True,True
short_qa,short,0,13,44,32,0.7272727272727273,1.375,1.7630242601662466e-07,0.999999999988606,4.781231070350695e-08,1.0,0.9999998619284411,0.5985412905156475,0.9662753627792097,True,True,True
short_qa,short,1,0,44,1,0.022727272727272728,44.0,2.7831128374606737,0.6340638637287302,0.43898873472129085,1.0,0.1823180842658695,2.388801619007322,0.8125638742805599,False,False,False
short_qa,short,1,0,44,2,0.045454545454545456,22.0,1.6210178373470263,0.6668643979766591,0.3061706869420811,1.0,0.3510186773445695,2.388801619007322,0.8125638742805599,False,False,False
short_qa,short,1,0,44,4,0.09090909090909091,11.0,0.6130033548184265,0.9142629098308006,0.1698679831407877,1.0,0.5879022291781152,2.388801619007322,0.8125638742805599,False,False,False
short_qa,short,1,0,44,8,0.18181818181818182,5.5,0.11053314853478254,0.9973428756506957,0.04906635719592716,1.0,0.8654328425864725,2.388801619007322,0.8125638742805599,False,False,True
short_qa,short,1,0,44,16,0.36363636363636365,2.75,0.008968261220489224,0.9999680814858783,0.0014855915834438955,1.0,0.9957201088731087,2.388801619007322,0.8125638742805599,True,True,True
short_qa,short,1,0,44,32,0.7272727272727273,1.375,0.0005099829264873981,0.9999998797861894,8.821539551272054e-05,1.0,0.9997454872621588,2.388801619007322,0.8125638742805599,True,True,True
short_qa,short,1,1,44,1,0.022727272727272728,44.0,1.3391054921800252,0.5514059074029785,0.45317834308963634,1.0,0.16742214917382087,2.701113360926078,0.7453130104380951,False,False,False
short_qa,short,1,1,44,2,0.045454545454545456,22.0,0.9355942084492495,0.7879778598203546,0.3227804918504158,1.0,0.3268419112516108,2.701113360926078,0.7453130104380951,False,False,False
short_qa,short,1,1,44,4,0.09090909090909091,11.0,0.5894453312131555,0.9207491344121669,0.2006710000520546,1.0,0.5279341305164555,2.701113360926078,0.7453130104380951,False,False,False
short_qa,short,1,1,44,8,0.18181818181818182,5.5,0.3835572201131176,0.9637043941788332,0.08025848605755725,1.0,0.7868144042502022,2.701113360926078,0.7453130104380951,False,False,False
short_qa,short,1,1,44,16,0.36363636363636365,2.75,0.12324185600998587,0.995668769453916,0.023737969876229427,1.0,0.9331734021717357,2.701113360926078,0.7453130104380951,False,False,True
short_qa,short,1,1,44,32,0.7272727272727273,1.375,0.028015603181968423,0.9996907154017065,0.0035290605646400132,1.0,0.989854596606042,2.701113360926078,0.7453130104380951,True,True,True
short_qa,short,1,2,44,1,0.022727272727272728,44.0,1.7030801472513217,0.7613608060681623,0.39810677656767207,1.0,0.22846844825461418,2.56357876357508,0.7776553270973768,False,False,False
short_qa,short,1,2,44,2,0.045454545454545456,22.0,1.3274101742594029,0.8518512603173602,0.30862813204810824,1.0,0.34738239586221326,2.56357876357508,0.7776553270973768,False,False,False
short_qa,short,1,2,44,4,0.09090909090909091,11.0,0.4557626594317858,0.9730330709720568,0.19201637917067366,1.0,0.5443776559514033,2.56357876357508,0.7776553270973768,False,False,False
short_qa,short,1,2,44,8,0.18181818181818182,5.5,0.34957928547872286,0.9805145986333256,0.08512598112423422,1.0,0.7750062194406311,2.56357876357508,0.7776553270973768,False,False,False
