prompt,regime,layer,head,T,method,eff_bits,storage_ratio,rel_l2,cosine,js,topk_overlap
longdoc_qa,longdoc,0,6,3068,adapt_imp_h4l2f25,2.5,0.15625,1.926120243064102,-0.5535990975018841,0.6702790073853806,0.0
longdoc_qa,longdoc,0,6,3068,adapt_margin_h8l4f10,4.400260756192959,0.27501629726205995,1.843141473954367,-0.5470466132336896,0.6840568506017924,0.0
longdoc_qa,longdoc,0,6,3068,adapt_margin_h8l4f25,5.0,0.3125,1.7445761737495609,-0.53110272174054,0.6917982503986555,0.0
longdoc_qa,longdoc,0,6,3068,adapt_margin_h8l2f25,3.5,0.21875,0.4060657830838038,0.9432434267513892,0.12909825812570092,0.75
longdoc_qa,longdoc,0,6,3068,recent64_r8o2,2.1251629726205996,0.13282268578878748,0.276636734749348,0.9777551707191018,0.11863973612863825,0.75
longdoc_qa,longdoc,0,6,3068,recent128_r8o2,2.2503259452411997,0.14064537157757498,0.3390831654958351,0.9649094120710855,0.12152292893161326,0.75
longdoc_qa,longdoc,0,6,3068,recent64_r8o4,4.083441981747066,0.25521512385919165,1.7950731571939913,-0.5401137074307201,0.6768900324773122,0.0
longdoc_qa,longdoc,0,6,3068,recent128_r8o4,4.166883963494133,0.2604302477183833,1.750314082054572,-0.5282991864048154,0.6791930694415187,0.0
longdoc_qa,longdoc,0,6,3068,routed_r8bg2,2.0625814863103,0.12891134289439374,0.24922841350344738,0.9808563047374085,0.11463655081188368,0.75
longdoc_qa,longdoc,0,6,3068,routed_r8bg4,4.041720990873533,0.2526075619295958,1.8717531867514159,-0.5499837028731712,0.6736192429228367,0.0
longdoc_qa,longdoc,0,6,3068,routed_r16bg2,2.146023468057366,0.1341264667535854,0.08374176749558862,0.9989787081130439,0.038639895835660784,1.0
longdoc_qa,longdoc,0,7,3068,uniform_8bit,8.0,0.5,0.012051500605136177,0.999927397862803,0.00024395780809136563,0.875
longdoc_qa,longdoc,0,7,3068,uniform_4bit,4.0,0.25,0.21013906375538394,0.9781663468355425,0.018264591966637916,1.0
longdoc_qa,longdoc,0,7,3068,uniform_3bit,3.0,0.1875,0.4203520846948686,0.909846747156903,0.016031506843031722,0.75
longdoc_qa,longdoc,0,7,3068,uniform_2bit,2.0,0.125,0.7686749449828923,0.639639608629501,0.023652262744053354,0.5
longdoc_qa,longdoc,0,7,3068,adapt_imp_h8l4f10,4.400260756192959,0.27501629726205995,0.012053324796814443,0.9999273744322215,0.004311571136042192,0.875
longdoc_qa,longdoc,0,7,3068,adapt_imp_h8l4f25,5.0,0.3125,0.012053324796390515,0.9999273744322267,0.004311571135996783,0.875
longdoc_qa,longdoc,0,7,3068,adapt_imp_h8l2f10,2.6003911342894392,0.16252444589308995,0.012053324796573383,0.9999273744322245,0.004311571134198775,0.875
longdoc_qa,longdoc,0,7,3068,adapt_imp_h8l2f25,3.5,0.21875,0.012053324796573369,0.9999273744322245,0.004311571134198779,0.875
longdoc_qa,longdoc,0,7,3068,adapt_imp_h4l2f25,2.5,0.15625,0.21014264716163086,0.9781662967097531,0.6631199624431008,0.375
longdoc_qa,longdoc,0,7,3068,adapt_margin_h8l4f10,4.400260756192959,0.27501629726205995,0.012053324796814443,0.9999273744322215,0.004311571136042192,0.875
longdoc_qa,longdoc,0,7,3068,adapt_margin_h8l4f25,5.0,0.3125,0.012053324796390515,0.9999273744322267,0.004311571135996783,0.875
longdoc_qa,longdoc,0,7,3068,adapt_margin_h8l2f25,3.5,0.21875,0.012053324796573369,0.9999273744322245,0.004311571134198779,0.875
longdoc_qa,longdoc,0,7,3068,recent64_r8o2,2.1251629726205996,0.13282268578878748,0.012499187034583593,0.9999221997605364,0.6731854523441154,0.375
longdoc_qa,longdoc,0,7,3068,recent128_r8o2,2.2503259452411997,0.14064537157757498,0.012499187033789525,0.9999221997605527,0.6731854523393295,0.375
longdoc_qa,longdoc,0,7,3068,recent64_r8o4,4.083441981747066,0.25521512385919165,0.01244080954515226,0.9999229783469834,0.6699577060029098,0.625
longdoc_qa,longdoc,0,7,3068,recent128_r8o4,4.166883963494133,0.2604302477183833,0.01244080950451342,0.9999229783474336,0.6699577060006081,0.625
longdoc_qa,longdoc,0,7,3068,routed_r8bg2,2.0625814863103,0.12891134289439374,0.012053324822058311,0.9999273744319863,0.004311571218163274,0.875
longdoc_qa,longdoc,0,7,3068,routed_r8bg4,4.041720990873533,0.2526075619295958,0.012052507262861504,0.9999273841958027,0.004323828263638476,0.875
longdoc_qa,longdoc,0,7,3068,routed_r16bg2,2.146023468057366,0.1341264667535854,9.072413670309196e-10,0.999999999975948,1.4587885423816168e-10,1.0
longdoc_qa,longdoc,0,8,3068,uniform_8bit,8.0,0.5,0.056844429485741844,0.9986470899356039,0.013344478026180932,0.5
longdoc_qa,longdoc,0,8,3068,uniform_4bit,4.0,0.25,1.6456360537464578,0.14053199372728645,0.4991288430587389,0.0
longdoc_qa,longdoc,0,8,3068,uniform_3bit,3.0,0.1875,2.5792347872148556,-0.07609901978474312,0.5068163046530725,0.125
longdoc_qa,longdoc,0,8,3068,uniform_2bit,2.0,0.125,1.956176221212284,-0.12155237430799497,0.6859329148847219,0.0
longdoc_qa,longdoc,0,8,3068,adapt_imp_h8l4f10,4.400260756192959,0.27501629726205995,0.38322125089842735,0.9267833952403081,0.33505552734321975,0.0
longdoc_qa,longdoc,0,8,3068,adapt_imp_h8l4f25,5.0,0.3125,0.8614377552274655,0.6899615231089684,0.3640945953147779,0.0
longdoc_qa,longdoc,0,8,3068,adapt_imp_h8l2f10,2.6003911342894392,0.16252444589308995,0.3831956903623644,0.9267755790993334,0.33497119449012386,0.0
longdoc_qa,longdoc,0,8,3068,adapt_imp_h8l2f25,3.5,0.21875,0.8613742789627685,0.6899367447295277,0.36403826832267117,0.0
longdoc_qa,longdoc,0,8,3068,adapt_imp_h4l2f25,2.5,0.15625,2.096525631252635,-0.40500649297342506,0.6903059356104353,0.0
longdoc_qa,longdoc,0,8,3068,adapt_margin_h8l4f10,4.400260756192959,0.27501629726205995,0.38322125089842735,0.9267833952403081,0.33505552734321975,0.0
longdoc_qa,longdoc,0,8,3068,adapt_margin_h8l4f25,5.0,0.3125,0.8614377552274655,0.6899615231089684,0.3640945953147779,0.0
longdoc_qa,longdoc,0,8,3068,adapt_margin_h8l2f25,3.5,0.21875,0.8613742789627685,0.6899367447295277,0.36403826832267117,0.0
longdoc_qa,longdoc,0,8,3068,recent64_r8o2,2.1251629726205996,0.13282268578878748,2.291905235476143,-0.40574540107076784,0.6856193420952587,0.0
longdoc_qa,longdoc,0,8,3068,recent128_r8o2,2.2503259452411997,0.14064537157757498,2.287261516613294,-0.4044686501591438,0.6854542069089249,0.0
longdoc_qa,longdoc,0,8,3068,recent64_r8o4,4.083441981747066,0.25521512385919165,2.0832534778107896,0.017441395073184228,0.6900781923808763,0.0
longdoc_qa,longdoc,0,8,3068,recent128_r8o4,4.166883963494133,0.2604302477183833,2.0311104641161815,0.019577609335352186,0.689195866407097,0.0
longdoc_qa,longdoc,0,8,3068,routed_r8bg2,2.0625814863103,0.12891134289439374,0.29505053534734055,0.9706487598123047,0.35115920168158676,0.5
longdoc_qa,longdoc,0,8,3068,routed_r8bg4,4.041720990873533,0.2526075619295958,0.2958426514609589,0.9706903134322894,0.3513739115269427,0.5
longdoc_qa,longdoc,0,8,3068,routed_r16bg2,2.146023468057366,0.1341264667535854,0.391133320202506,0.9215984991001659,0.26909208787769967,1.0
longdoc_qa,longdoc,0,9,3068,uniform_8bit,8.0,0.5,0.025186426301001385,0.9996849447349395,0.00036148676026604,1.0
longdoc_qa,longdoc,0,9,3068,uniform_4bit,4.0,0.25,0.9927291592689865,0.6122363921167645,0.1676864161618423,0.625
longdoc_qa,longdoc,0,9,3068,uniform_3bit,3.0,0.1875,0.4363678586954576,0.9252600857816888,0.13040031682936715,0.625
longdoc_qa,longdoc,0,9,3068,uniform_2bit,2.0,0.125,2.074452619164171,0.616434847916404,0.3373295832667983,0.375
longdoc_qa,longdoc,0,9,3068,adapt_imp_h8l4f10,4.400260756192959,0.27501629726205995,1.3155438226660996,-0.13983948018352851,0.5594514585741042,0.25
longdoc_qa,longdoc,0,9,3068,adapt_imp_h8l4f25,5.0,0.3125,1.3746682879112186,-0.156744517267384,0.5462756591774287,0.25
longdoc_qa,longdoc,0,9,3068,adapt_imp_h8l2f10,2.6003911342894392,0.16252444589308995,0.801676986616156,0.6808717152458387,0.223611362258878,0.625
longdoc_qa,longdoc,0,9,3068,adapt_imp_h8l2f25,3.5,0.21875,0.8011529681168923,0.6811354043654362,0.22361875297588707,0.625
longdoc_qa,longdoc,0,9,3068,adapt_imp_h4l2f25,2.5,0.15625,1.2141365229872052,-0.004490979696988065,0.5997766591693273,0.0
longdoc_qa,longdoc,0,9,3068,adapt_margin_h8l4f10,4.400260756192959,0.27501629726205995,1.3155438226660996,-0.13983948018352851,0.5594514585741042,0.25
longdoc_qa,longdoc,0,9,3068,adapt_margin_h8l4f25,5.0,0.3125,1.3746682879112186,-0.156744517267384,0.5462756591774287,0.25
longdoc_qa,longdoc,0,9,3068,adapt_margin_h8l2f25,3.5,0.21875,0.8011529681168923,0.6811354043654362,0.22361875297588707,0.625
longdoc_qa,longdoc,0,9,3068,recent64_r8o2,2.1251629726205996,0.13282268578878748,0.9717426997915166,0.6358907810927903,0.17636628149443143,0.75
longdoc_qa,longdoc,0,9,3068,recent128_r8o2,2.2503259452411997,0.14064537157757498,0.942212245515285,0.643631257665071,0.166204778560329,0.75
longdoc_qa,longdoc,0,9,3068,recent64_r8o4,4.083441981747066,0.25521512385919165,1.2461329536309393,-0.07557894729703023,0.5693600597472015,0.125
longdoc_qa,longdoc,0,9,3068,recent128_r8o4,4.166883963494133,0.2604302477183833,1.30947191360279,-0.13267505621059095,0.5684531712229874,0.125
longdoc_qa,longdoc,0,9,3068,routed_r8bg2,2.0625814863103,0.12891134289439374,0.9543826463456144,0.6356135012356425,0.17109898195858678,0.75
longdoc_qa,longdoc,0,9,3068,routed_r8bg4,4.041720990873533,0.2526075619295958,1.3046372736431096,-0.1201463991652826,0.5928391014537024,0.125
longdoc_qa,longdoc,0,9,3068,routed_r16bg2,2.146023468057366,0.1341264667535854,0.06847579382899746,0.9982993434647406,0.030556961999465525,1.0
longdoc_qa,longdoc,0,10,3068,uniform_8bit,8.0,0.5,0.06815600034960079,0.9979296050433853,0.00536312655356337,0.875
longdoc_qa,longdoc,0,10,3068,uniform_4bit,4.0,0.25,0.9589379252171739,0.5563059427947851,0.4154114698188278,0.375
longdoc_qa,longdoc,0,10,3068,uniform_3bit,3.0,0.1875,0.6581582246811385,0.8413774674946047,0.2916355473339608,0.0
longdoc_qa,longdoc,0,10,3068,uniform_2bit,2.0,0.125,1.078457414382188,0.34089040999578585,0.4062374318684018,0.0
longdoc_qa,longdoc,0,10,3068,adapt_imp_h8l4f10,4.400260756192959,0.27501629726205995,1.027782631954983,0.47427089143757395,0.640510734978026,0.0
longdoc_qa,longdoc,0,10,3068,adapt_imp_h8l4f25,5.0,0.3125,1.094055686716171,0.4083078103069881,0.6507972843671885,0.0
longdoc_qa,longdoc,0,10,3068,adapt_imp_h8l2f10,2.6003911342894392,0.16252444589308995,0.4902989439450603,0.8718810009489172,0.37779385259512516,0.25
longdoc_qa,longdoc,0,10,3068,adapt_imp_h8l2f25,3.5,0.21875,0.3217490644181432,0.9468315515199335,0.3416218295963872,0.25
longdoc_qa,longdoc,0,10,3068,adapt_imp_h4l2f25,2.5,0.15625,1.124142858589346,0.7939866370330465,0.625807451089059,0.0
longdoc_qa,longdoc,0,10,3068,adapt_margin_h8l4f10,4.400260756192959,0.27501629726205995,1.027761963185483,0.47428175577800435,0.6404222437157445,0.0
longdoc_qa,longdoc,0,10,3068,adapt_margin_h8l4f25,5.0,0.3125,1.0940340410611344,0.40831899624415785,0.6507029657531651,0.0
longdoc_qa,longdoc,0,10,3068,adapt_margin_h8l2f25,3.5,0.21875,0.4523695991265448,0.9023411446741894,0.4213709710959628,0.125
longdoc_qa,longdoc,0,10,3068,recent64_r8o2,2.1251629726205996,0.13282268578878748,1.2463343861904022,0.053246249690107834,0.4812039355922373,0.25
longdoc_qa,longdoc,0,10,3068,recent128_r8o2,2.2503259452411997,0.14064537157757498,1.2031609366284823,0.08985814593063388,0.47007897564238654,0.25
longdoc_qa,longdoc,0,10,3068,recent64_r8o4,4.083441981747066,0.25521512385919165,0.9510525740550827,0.5497830887899234,0.615790130443846,0.0
longdoc_qa,longdoc,0,10,3068,recent128_r8o4,4.166883963494133,0.2604302477183833,0.951053217576479,0.5497826974882399,0.6157945924513485,0.0
longdoc_qa,longdoc,0,10,3068,routed_r8bg2,2.0625814863103,0.12891134289439374,1.1878849818342374,0.16450052769998982,0.46348789976510074,0.625
longdoc_qa,longdoc,0,10,3068,routed_r8bg4,4.041720990873533,0.2526075619295958,0.9602270000144869,0.5420256110295247,0.6201487341146324,0.0
longdoc_qa,longdoc,0,10,3068,routed_r16bg2,2.146023468057366,0.1341264667535854,1.0018542137498447,0.6053942426696961,0.3684141089015169,1.0
longdoc_qa,longdoc,0,11,3068,uniform_8bit,8.0,0.5,0.05480880498253742,0.9991484889669358,0.0007434783605824685,1.0
longdoc_qa,longdoc,0,11,3068,uniform_4bit,4.0,0.25,0.33030556424769697,0.9487877957537671,0.0888112177511828,0.5
longdoc_qa,longdoc,0,11,3068,uniform_3bit,3.0,0.1875,0.5012211871131315,0.8897936824409421,0.16601852177522902,0.5
longdoc_qa,longdoc,0,11,3068,uniform_2bit,2.0,0.125,0.7352810133469566,0.6790008451529816,0.1615412090959612,0.5
longdoc_qa,longdoc,0,11,3068,adapt_imp_h8l4f10,4.400260756192959,0.27501629726205995,1.3179337024648743,0.21116761258576244,0.6905787554569724,0.0
longdoc_qa,longdoc,0,11,3068,adapt_imp_h8l4f25,5.0,0.3125,1.5934652427218152,0.05320108973870932,0.6914710510040998,0.0
longdoc_qa,longdoc,0,11,3068,adapt_imp_h8l2f10,2.6003911342894392,0.16252444589308995,0.994909570160742,0.27691414445199536,0.35949350915751466,0.375
longdoc_qa,longdoc,0,11,3068,adapt_imp_h8l2f25,3.5,0.21875,0.995894264869066,0.27682086710373366,0.3625675703457673,0.375
longdoc_qa,longdoc,0,11,3068,adapt_imp_h4l2f25,2.5,0.15625,0.5672858275366849,0.8535279369415689,0.26489237537121785,0.25
longdoc_qa,longdoc,0,11,3068,adapt_margin_h8l4f10,4.400260756192959,0.27501629726205995,1.3179337024648743,0.21116761258576244,0.6905787554569724,0.0
longdoc_qa,longdoc,0,11,3068,adapt_margin_h8l4f25,5.0,0.3125,1.5934652427218152,0.05320108973870932,0.6914710510040998,0.0
longdoc_qa,longdoc,0,11,3068,adapt_margin_h8l2f25,3.5,0.21875,0.995894264869066,0.27682086710373366,0.3625675703457673,0.375
longdoc_qa,longdoc,0,11,3068,recent64_r8o2,2.1251629726205996,0.13282268578878748,0.8546802421090877,0.528498146925542,0.21080439150909497,0.75
longdoc_qa,longdoc,0,11,3068,recent128_r8o2,2.2503259452411997,0.14064537157757498,0.9919362900265251,0.3312113640551863,0.2898736778930072,0.625
longdoc_qa,longdoc,0,11,3068,recent64_r8o4,4.083441981747066,0.25521512385919165,1.2662865242768198,0.2084717133441901,0.6394041792052869,0.0
longdoc_qa,longdoc,0,11,3068,recent128_r8o4,4.166883963494133,0.2604302477183833,1.2912598239756146,0.1774067933479308,0.6637236585883678,0.0
longdoc_qa,longdoc,0,11,3068,routed_r8bg2,2.0625814863103,0.12891134289439374,0.9710164505781672,0.3627072325707586,0.3004798452701303,0.625
longdoc_qa,longdoc,0,11,3068,routed_r8bg4,4.041720990873533,0.2526075619295958,1.2673654676150343,0.19661896325196324,0.6616651969715882,0.0
longdoc_qa,longdoc,0,11,3068,routed_r16bg2,2.146023468057366,0.1341264667535854,0.04502684776625024,0.9997951759940091,0.014198526722325005,1.0
longdoc_qa,longdoc,0,12,3068,uniform_8bit,8.0,0.5,0.017599099768473177,0.9998452982156342,0.001756248481273268,0.875
longdoc_qa,longdoc,0,12,3068,uniform_4bit,4.0,0.25,0.20081070625862157,0.9802622656702765,0.16662381194116166,0.25
longdoc_qa,longdoc,0,12,3068,uniform_3bit,3.0,0.1875,0.34953455160114333,0.9400461702176688,0.2629966174219271,0.25
longdoc_qa,longdoc,0,12,3068,uniform_2bit,2.0,0.125,0.396804752525219,0.930152585749392,0.19380445638834606,0.25
longdoc_qa,longdoc,0,12,3068,adapt_imp_h8l4f10,4.400260756192959,0.27501629726205995,0.34694510791890154,0.94742224943274,0.6788875669582497,0.0
longdoc_qa,longdoc,0,12,3068,adapt_imp_h8l4f25,5.0,0.3125,0.3469453208799699,0.9474222121475091,0.6788933796572361,0.0
longdoc_qa,longdoc,0,12,3068,adapt_imp_h8l2f10,2.6003911342894392,0.16252444589308995,0.38773970220050435,0.9582331404364258,0.30862332399155085,0.25
longdoc_qa,longdoc,0,12,3068,adapt_imp_h8l2f25,3.5,0.21875,0.3848436296379307,0.9583968578153726,0.30504931084731557,0.25
longdoc_qa,longdoc,0,12,3068,adapt_imp_h4l2f25,2.5,0.15625,0.3604473146309771,0.9328101447911885,0.5526155019147948,0.0
longdoc_qa,longdoc,0,12,3068,adapt_margin_h8l4f10,4.400260756192959,0.27501629726205995,0.34694510791890154,0.94742224943274,0.6788875669582497,0.0
longdoc_qa,longdoc,0,12,3068,adapt_margin_h8l4f25,5.0,0.3125,0.3469453208799699,0.9474222121475091,0.6788933796572361,0.0
longdoc_qa,longdoc,0,12,3068,adapt_margin_h8l2f25,3.5,0.21875,0.3848436296379307,0.9583968578153726,0.30504931084731557,0.25
longdoc_qa,longdoc,0,12,3068,recent64_r8o2,2.1251629726205996,0.13282268578878748,0.4757518792253796,0.9325036304699426,0.4072882714659673,0.375
longdoc_qa,longdoc,0,12,3068,recent128_r8o2,2.2503259452411997,0.14064537157757498,0.44021416612866904,0.9459303216925544,0.369262486272068,0.25
longdoc_qa,longdoc,0,12,3068,recent64_r8o4,4.083441981747066,0.25521512385919165,0.34694507156193993,0.9474222581348699,0.6788873050595527,0.0
longdoc_qa,longdoc,0,12,3068,recent128_r8o4,4.166883963494133,0.2604302477183833,0.3469451082899091,0.9474222568432438,0.6788870703057475,0.0
longdoc_qa,longdoc,0,12,3068,routed_r8bg2,2.0625814863103,0.12891134289439374,0.4508959234959961,0.9375825205265756,0.4091915871156847,0.375
longdoc_qa,longdoc,0,12,3068,routed_r8bg4,4.041720990873533,0.2526075619295958,0.3469450446157251,0.9474222632157102,0.678887037985928,0.0
longdoc_qa,longdoc,0,12,3068,routed_r16bg2,2.146023468057366,0.1341264667535854,0.2516600300459951,0.9678965720145057,0.302755763709626,1.0
longdoc_qa,longdoc,0,13,3068,uniform_8bit,8.0,0.5,0.03108026537032993,0.9996934539060756,0.0005115994831003222,1.0
longdoc_qa,longdoc,0,13,3068,uniform_4bit,4.0,0.25,0.7819718035783646,0.641244975230265,0.192987377048991,0.625
longdoc_qa,longdoc,0,13,3068,uniform_3bit,3.0,0.1875,0.4628280388909305,0.9007564160142157,0.13404097497843917,0.25
longdoc_qa,longdoc,0,13,3068,uniform_2bit,2.0,0.125,0.7192838933266846,0.7053753035802085,0.23867092041924537,0.5
longdoc_qa,longdoc,0,13,3068,adapt_imp_h8l4f10,4.400260756192959,0.27501629726205995,1.0489190830619834,0.28347967307700767,0.6851670790727413,0.0
longdoc_qa,longdoc,0,13,3068,adapt_imp_h8l4f25,5.0,0.3125,1.1221883176890894,0.20579735479075661,0.6693004710125475,0.0
longdoc_qa,longdoc,0,13,3068,adapt_imp_h8l2f10,2.6003911342894392,0.16252444589308995,0.7751873817266101,0.6437118792037184,0.2831705519665762,0.625
longdoc_qa,longdoc,0,13,3068,adapt_imp_h8l2f25,3.5,0.21875,0.7754196731157754,0.6434066632433201,0.28340083410039596,0.625
longdoc_qa,longdoc,0,13,3068,adapt_imp_h4l2f25,2.5,0.15625,0.3143846724044196,0.9569508446902123,0.181153961182333,0.125
longdoc_qa,longdoc,0,13,3068,adapt_margin_h8l4f10,4.400260756192959,0.27501629726205995,1.0489190830619834,0.28347967307700767,0.6851670790727413,0.0
longdoc_qa,longdoc,0,13,3068,adapt_margin_h8l4f25,5.0,0.3125,1.1221883176890894,0.20579735479075661,0.6693004710125475,0.0
longdoc_qa,longdoc,0,13,3068,adapt_margin_h8l2f25,3.5,0.21875,0.7754196731157754,0.6434066632433201,0.28340083410039596,0.625
longdoc_qa,longdoc,0,13,3068,recent64_r8o2,2.1251629726205996,0.13282268578878748,0.40988007508838503,0.947990636412038,0.09498017668924988,0.625
longdoc_qa,longdoc,0,13,3068,recent128_r8o2,2.2503259452411997,0.14064537157757498,0.5222561207839665,0.8973032680614105,0.14485018076395803,0.75
longdoc_qa,longdoc,0,13,3068,recent64_r8o4,4.083441981747066,0.25521512385919165,1.1064406226663455,0.18034537898028,0.6782526619253733,0.0
longdoc_qa,longdoc,0,13,3068,recent128_r8o4,4.166883963494133,0.2604302477183833,1.113783863432076,0.1832317531765974,0.6800572272635257,0.0
longdoc_qa,longdoc,0,13,3068,routed_r8bg2,2.0625814863103,0.12891134289439374,0.7557060496783727,0.6664525260303521,0.2589229269159764,0.625
longdoc_qa,longdoc,0,13,3068,routed_r8bg4,4.041720990873533,0.2526075619295958,1.1058942555030227,0.18722871129090032,0.6863740989784476,0.0
longdoc_qa,longdoc,0,13,3068,routed_r16bg2,2.146023468057366,0.1341264667535854,0.003398822679204146,0.9999990138085121,0.0011958096189722091,1.0
longdoc_qa,longdoc,1,0,3068,uniform_8bit,8.0,0.5,0.02518144824223756,0.9996949099262316,4.857161588838096e-05,1.0
longdoc_qa,longdoc,1,0,3068,uniform_4bit,4.0,0.25,0.4579736262198962,0.9270022953863902,0.01785020586627408,0.875
longdoc_qa,longdoc,1,0,3068,uniform_3bit,3.0,0.1875,1.076011313110805,0.7441975244366871,0.0805127252374968,0.875
longdoc_qa,longdoc,1,0,3068,uniform_2bit,2.0,0.125,2.1240116117107646,0.6668350091314563,0.33957267581550754,0.25
longdoc_qa,longdoc,1,0,3068,adapt_imp_h8l4f10,4.400260756192959,0.27501629726205995,0.08897345163005083,0.9963060539764877,0.003686371669211188,1.0
longdoc_qa,longdoc,1,0,3068,adapt_imp_h8l4f25,5.0,0.3125,0.09105499600488351,0.9962816017102192,0.0012747944731074465,1.0
longdoc_qa,longdoc,1,0,3068,adapt_imp_h8l2f10,2.6003911342894392,0.16252444589308995,0.1367050950604889,0.9906381555565452,0.01822222683985821,1.0
longdoc_qa,longdoc,1,0,3068,adapt_imp_h8l2f25,3.5,0.21875,0.09125357666131723,0.9961916693341237,0.0026020472556372003,1.0
longdoc_qa,longdoc,1,0,3068,adapt_imp_h4l2f25,2.5,0.15625,0.5178913825412977,0.8828698962694017,0.08899047047098092,0.75
longdoc_qa,longdoc,1,0,3068,adapt_margin_h8l4f10,4.400260756192959,0.27501629726205995,0.08897345163005083,0.9963060539764877,0.003686371669211188,1.0
longdoc_qa,longdoc,1,0,3068,adapt_margin_h8l4f25,5.0,0.3125,0.09105499600488351,0.9962816017102192,0.0012747944731074465,1.0
longdoc_qa,longdoc,1,0,3068,adapt_margin_h8l2f25,3.5,0.21875,0.09125357666131723,0.9961916693341237,0.0026020472556372003,1.0
longdoc_qa,longdoc,1,0,3068,recent64_r8o2,2.1251629726205996,0.13282268578878748,0.24728440326871987,0.9745762897442267,0.05346518593757252,1.0
longdoc_qa,longdoc,1,0,3068,recent128_r8o2,2.2503259452411997,0.14064537157757498,0.24313834347765864,0.9743699908964771,0.050054040556512226,1.0
longdoc_qa,longdoc,1,0,3068,recent64_r8o4,4.083441981747066,0.25521512385919165,0.13010222644044678,0.9917194615287889,0.030025865580333766,0.875
longdoc_qa,longdoc,1,0,3068,recent128_r8o4,4.166883963494133,0.2604302477183833,0.12310521949542926,0.992689140958292,0.028297205164862983,0.875
longdoc_qa,longdoc,1,0,3068,routed_r8bg2,2.0625814863103,0.12891134289439374,0.2452155415543716,0.9718409653976274,0.042751732655114054,1.0
longdoc_qa,longdoc,1,0,3068,routed_r8bg4,4.041720990873533,0.2526075619295958,0.09648369446866865,0.9954191802423954,0.022060117316069904,1.0
longdoc_qa,longdoc,1,0,3068,routed_r16bg2,2.146023468057366,0.1341264667535854,0.22802365535676564,0.9744786115904509,0.04397290594731906,1.0
longdoc_qa,longdoc,1,1,3068,uniform_8bit,8.0,0.5,0.009122975681751938,0.9999627049044496,2.8422958131987033e-05,1.0
longdoc_qa,longdoc,1,1,3068,uniform_4bit,4.0,0.25,0.13847194150931502,0.9907795484689969,0.007091149392518609,0.875
longdoc_qa,longdoc,1,1,3068,uniform_3bit,3.0,0.1875,0.8855979666411574,0.8053064789449038,0.042268362482776295,0.75
longdoc_qa,longdoc,1,1,3068,uniform_2bit,2.0,0.125,2.126441017807459,0.1352790276617976,0.43430607219480655,0.375
longdoc_qa,longdoc,1,1,3068,adapt_imp_h8l4f10,4.400260756192959,0.27501629726205995,0.030166329230878877,0.9995983442652805,0.001813337396939686,0.875
longdoc_qa,longdoc,1,1,3068,adapt_imp_h8l4f25,5.0,0.3125,0.0289588880675243,0.9996184786235915,0.0009815842394518188,0.875
longdoc_qa,longdoc,1,1,3068,adapt_imp_h8l2f10,2.6003911342894392,0.16252444589308995,0.8839223839121784,0.49537061826480655,0.313732449971412,0.875
longdoc_qa,longdoc,1,1,3068,adapt_imp_h8l2f25,3.5,0.21875,0.8658677439178643,0.5252758243278314,0.3073331863527603,0.875
longdoc_qa,longdoc,1,1,3068,adapt_imp_h4l2f25,2.5,0.15625,0.9436324032177874,0.41942030946483516,0.3505625486939657,0.75
longdoc_qa,longdoc,1,1,3068,adapt_margin_h8l4f10,4.400260756192959,0.27501629726205995,0.030166329230878877,0.9995983442652805,0.001813337396939686,0.875
longdoc_qa,longdoc,1,1,3068,adapt_margin_h8l4f25,5.0,0.3125,0.0289588880675243,0.9996184786235915,0.0009815842394518188,0.875
longdoc_qa,longdoc,1,1,3068,adapt_margin_h8l2f25,3.5,0.21875,0.8658677439178643,0.5252758243278314,0.3073331863527603,0.875
longdoc_qa,longdoc,1,1,3068,recent64_r8o2,2.1251629726205996,0.13282268578878748,0.9528094561907513,0.40400251441419915,0.36130789667825963,0.75
longdoc_qa,longdoc,1,1,3068,recent128_r8o2,2.2503259452411997,0.14064537157757498,0.9397007692705931,0.42115998010589123,0.3539869441008552,0.75
longdoc_qa,longdoc,1,1,3068,recent64_r8o4,4.083441981747066,0.25521512385919165,0.06868881352464518,0.998057027261897,0.01060828588473621,0.875
longdoc_qa,longdoc,1,1,3068,recent128_r8o4,4.166883963494133,0.2604302477183833,0.06720161480158099,0.9981150494532718,0.009705369643180386,0.875
longdoc_qa,longdoc,1,1,3068,routed_r8bg2,2.0625814863103,0.12891134289439374,0.9208776005833023,0.4436320555623122,0.32941597950497625,0.875
longdoc_qa,longdoc,1,1,3068,routed_r8bg4,4.041720990873533,0.2526075619295958,0.043931242976638,0.9993181009670047,0.00817175175655869,0.875
longdoc_qa,longdoc,1,1,3068,routed_r16bg2,2.146023468057366,0.1341264667535854,0.9187869183240812,0.4470913749070027,0.3287473546108461,1.0
longdoc_qa,longdoc,1,2,3068,uniform_8bit,8.0,0.5,0.014315849141556935,0.9999005533204042,2.7786475579168675e-05,1.0
longdoc_qa,longdoc,1,2,3068,uniform_4bit,4.0,0.25,0.27788411187491746,0.9642615045927443,0.012814348382868067,0.875
longdoc_qa,longdoc,1,2,3068,uniform_3bit,3.0,0.1875,0.723517567661868,0.7679098632101412,0.05851163020430383,1.0
longdoc_qa,longdoc,1,2,3068,uniform_2bit,2.0,0.125,3.0410728979520325,0.41703816951597134,0.44539352268807897,0.375
