dc,native_elems,latent_elems,bytes_ratio,rl2_latent,logit_spearman,rl2_sparse_orig,rl2_sparse_latent,sparse_support,regime,layer,T
1536,1536,1536,1.0,3.9033739396268964e-07,0.9999999888241182,0.0018070030905127379,0.0018067961327513829,1.0,doc,0,1024
1536,1536,1536,1.0,3.2331568628037334e-07,0.9999999999999998,0.5694254672283687,0.5694254760071908,1.0,doc,0,1024
1536,1536,1536,1.0,2.2044167260960803e-07,0.9999999999999998,0.4987933423271359,0.498793190442373,1.0,doc,0,1024
64,1536,64,0.041666666666666664,0.01345122290710699,0.9999889582290249,0.024642512348608942,0.02283299395622885,1.0,doc,1,1024
64,1536,64,0.041666666666666664,0.001902921001654642,0.9999833591123666,0.4892989066146241,0.4895633418624772,1.0,doc,1,1024
64,1536,64,0.041666666666666664,0.006111572223584643,0.9999457857985836,0.583402670404657,0.640755279110765,0.95,doc,1,1024
64,1536,64,0.041666666666666664,0.0041977616497635125,0.9999511390458478,1.2283384688789072,1.2328372996514636,1.0,doc,1,1024
128,1536,128,0.08333333333333333,0.0037766930192841123,0.9999959431549958,0.024642512348608942,0.023236112094551616,1.0,doc,1,1024
128,1536,128,0.08333333333333333,0.00044972428001606684,0.9999935291645803,0.4892989066146241,0.4895159338845079,1.0,doc,1,1024
128,1536,128,0.08333333333333333,0.0011627495489765413,0.9999862536656889,0.583402670404657,0.6442391970169804,0.95,doc,1,1024
128,1536,128,0.08333333333333333,0.0005610304222322071,0.9999911039982832,1.2283384688789072,1.2641880245904482,0.95,doc,1,1024
256,1536,256,0.16666666666666666,0.0013491679933393377,0.9999976977683998,0.024642512348608942,0.024815058152874454,1.0,doc,1,1024
256,1536,256,0.16666666666666666,0.00010430939270555893,0.9999965466525997,0.4892989066146241,0.4891954792258381,1.0,doc,1,1024
256,1536,256,0.16666666666666666,0.0002757393076002933,0.9999950490844716,0.583402670404657,0.5833298296415227,1.0,doc,1,1024
256,1536,256,0.16666666666666666,0.000135922049712427,0.9999969936878619,1.2283384688789072,1.2285906916832117,1.0,doc,1,1024
384,1536,384,0.25,0.000939371939196216,0.9999988153565551,0.024642512348608942,0.024864437088181916,1.0,doc,1,1024
