dc,native_elems,latent_elems,bytes_ratio,rl2_latent,logit_spearman,rl2_sparse_orig,rl2_sparse_latent,sparse_support,regime,layer,T
512,1536,512,0.3333333333333333,0.001191637235481427,0.9999974854266502,0.08009939977686494,0.08067112902919601,1.0,doc,7,1024
512,1536,512,0.3333333333333333,0.00011488939680819866,0.9999849237357841,0.4926759112848172,0.49266834053291586,1.0,doc,7,1024
512,1536,512,0.3333333333333333,0.0019919237940259076,0.9999975971854658,0.0547766512845354,0.056433798964227795,1.0,doc,7,1024
768,1536,768,0.5,0.0005254949069177033,0.9999997317788425,0.0015004216426523311,0.001709144158028014,1.0,doc,7,1024
768,1536,768,0.5,0.00024401288103485008,0.999999519437093,0.08009939977686494,0.08006892313057674,1.0,doc,7,1024
768,1536,768,0.5,3.301770608302866e-05,0.9999977536478075,0.4926759112848172,0.4927101551915035,1.0,doc,7,1024
768,1536,768,0.5,0.00031379185642146874,0.9999996088441454,0.0547766512845354,0.054999441483345526,1.0,doc,7,1024
1536,1536,1536,1.0,1.9081340200990865e-06,0.9999999999999998,0.0015004216426523311,0.001499618361498581,1.0,doc,7,1024
1536,1536,1536,1.0,1.571665699907581e-06,0.9999999999999998,0.08009939977686494,0.0800995047288486,1.0,doc,7,1024
1536,1536,1536,1.0,1.6940245165388555e-07,0.9999999999999998,0.4926759112848172,0.4926758555797482,1.0,doc,7,1024
1536,1536,1536,1.0,2.5955691551489654e-06,0.9999999999999998,0.0547766512845354,0.05477774091738727,1.0,doc,7,1024
64,1536,64,0.041666666666666664,0.32089893040063455,0.99875525266433,0.7204774364584707,0.8015352808837939,0.9,doc,8,1024
64,1536,64,0.041666666666666664,1.4134944449327096,0.9996428747049566,0.18431464577172973,1.6600060071815117,0.95,doc,8,1024
64,1536,64,0.041666666666666664,0.13398336547772047,0.9988089304234317,0.14170523632619672,0.22966621119440914,0.8,doc,8,1024
64,1536,64,0.041666666666666664,0.6580492301453663,0.9997230951827478,0.4920737215072696,1.0045759272995751,1.0,doc,8,1024
128,1536,128,0.08333333333333333,0.01637062272344087,0.9998411683713609,0.7204774364584707,0.7284413754025322,0.95,doc,8,1024
128,1536,128,0.08333333333333333,0.11421668572010955,0.9999536089156711,0.18431464577172973,0.20560156954918218,1.0,doc,8,1024
128,1536,128,0.08333333333333333,0.004711999624307985,0.9997876917781273,0.14170523632619672,0.14535966004770856,0.95,doc,8,1024
128,1536,128,0.08333333333333333,0.0316964333552511,0.9999517201916885,0.4920737215072696,0.49915142228135617,1.0,doc,8,1024
256,1536,256,0.16666666666666666,0.0014581779166966305,0.9999590292182245,0.7204774364584707,0.7204436041840726,0.95,doc,8,1024
256,1536,256,0.16666666666666666,0.005862472732302304,0.999988455314355,0.18431464577172973,0.18418554013266894,1.0,doc,8,1024
256,1536,256,0.16666666666666666,0.000545738733095345,0.9999681822652169,0.14170523632619672,0.14208745143353685,1.0,doc,8,1024
256,1536,256,0.16666666666666666,0.0031619508753573003,0.9999813251019238,0.4920737215072696,0.4916303282340852,1.0,doc,8,1024
384,1536,384,0.25,0.0005138997489220524,0.9999822638759743,0.7204774364584707,0.7202977572954576,1.0,doc,8,1024
384,1536,384,0.25,0.0017038685856600646,0.999993987375724,0.18431464577172973,0.18397062565168665,1.0,doc,8,1024
384,1536,384,0.25,0.0001758091150602274,0.9999868795150559,0.14170523632619672,0.1409098347327946,0.95,doc,8,1024
384,1536,384,0.25,0.0011500727922928384,0.9999891482190113,0.4920737215072696,0.4925476654999431,1.0,doc,8,1024
512,1536,512,0.3333333333333333,0.00021653887743859675,0.9999897964201414,0.7204774364584707,0.7203882281506804,1.0,doc,8,1024
512,1536,512,0.3333333333333333,0.0006523603823036656,0.9999957196373648,0.18431464577172973,0.184176837171898,1.0,doc,8,1024
512,1536,512,0.3333333333333333,0.00011320879585051738,0.9999933503504754,0.14170523632619672,0.14155681214317262,1.0,doc,8,1024
512,1536,512,0.3333333333333333,0.0003852733701472456,0.9999937750339745,0.4920737215072696,0.4922979964255089,1.0,doc,8,1024
768,1536,768,0.5,5.066047881435196e-05,0.9999979548136755,0.7204774364584707,0.7204118360224159,1.0,doc,8,1024
768,1536,768,0.5,0.0001626662018366218,0.9999987818289104,0.18431464577172973,0.18432118554348503,1.0,doc,8,1024
768,1536,768,0.5,2.4960343745885633e-05,0.9999981112760172,0.14170523632619672,0.1410847971843397,0.95,doc,8,1024
768,1536,768,0.5,0.0001223697575215256,0.9999988377083182,0.4920737215072696,0.4920962371241074,1.0,doc,8,1024
1536,1536,1536,1.0,3.043466878345841e-07,0.9999999888241182,0.7204774364584707,0.7204774518413689,1.0,doc,8,1024
1536,1536,1536,1.0,5.207831501887345e-07,0.9999999999999998,0.18431464577172973,0.18431453561727854,1.0,doc,8,1024
1536,1536,1536,1.0,3.611098355362042e-07,0.9999999999999998,0.14170523632619672,0.14170548128218224,1.0,doc,8,1024
1536,1536,1536,1.0,1.2777857047597766e-06,0.9999999999999998,0.4920737215072696,0.49207438236018447,1.0,doc,8,1024
64,1536,64,0.041666666666666664,0.40864987896145394,0.9993034967098203,0.22813836064422596,0.2921226374348333,0.95,doc,9,1024
64,1536,64,0.041666666666666664,1.0846301595148045,0.9999289213933193,0.06663005428639614,1.0300715801779083,1.0,doc,9,1024
64,1536,64,0.041666666666666664,0.030309565317605338,0.9987144048172518,0.14645924456790332,0.15038527504756377,0.9,doc,9,1024
64,1536,64,0.041666666666666664,0.02621175594542094,0.9992512159359128,0.13223301299031223,0.1413412849948528,0.9,doc,9,1024
128,1536,128,0.08333333333333333,0.01260622885560818,0.9998936391352549,0.22813836064422596,0.22482226033132008,0.95,doc,9,1024
128,1536,128,0.08333333333333333,0.038790659010293604,0.9999889023496171,0.06663005428639614,0.07355766833782193,1.0,doc,9,1024
128,1536,128,0.08333333333333333,0.00337586751650828,0.9996926967849222,0.14645924456790332,0.1518057032829832,0.95,doc,9,1024
128,1536,128,0.08333333333333333,0.004944713243638496,0.9999119228774764,0.13223301299031223,0.1344878544301165,0.9,doc,9,1024
256,1536,256,0.16666666666666666,0.0014901875530535353,0.9999736807989412,0.22813836064422596,0.2279951604073136,1.0,doc,9,1024
256,1536,256,0.16666666666666666,0.004383206709825147,0.9999959431549958,0.06663005428639614,0.06855539899512457,1.0,doc,9,1024
256,1536,256,0.16666666666666666,0.00028680588931079265,0.9999670087976538,0.14645924456790332,0.14704064062792171,1.0,doc,9,1024
256,1536,256,0.16666666666666666,0.000543344336352136,0.9999824538659607,0.13223301299031223,0.13212910367871783,0.95,doc,9,1024
384,1536,384,0.25,0.0005903859625940926,0.9999892040984191,0.22813836064422596,0.22812208687739846,1.0,doc,9,1024
384,1536,384,0.25,0.0032127928620831,0.999997217205493,0.06663005428639614,0.06827533135092617,1.0,doc,9,1024
384,1536,384,0.25,9.507973944316131e-05,0.9999826326800656,0.14645924456790332,0.14665264060990527,1.0,doc,9,1024
384,1536,384,0.25,0.00018099867983126363,0.9999919757170443,0.13223301299031223,0.13224628615176626,1.0,doc,9,1024
512,1536,512,0.3333333333333333,0.0002368056875520097,0.9999942332451182,0.22813836064422596,0.22811784243743863,1.0,doc,9,1024
512,1536,512,0.3333333333333333,0.0011778560731547808,0.9999982342107143,0.06663005428639614,0.06642202084651311,1.0,doc,9,1024
512,1536,512,0.3333333333333333,4.321056412271757e-05,0.9999882765002501,0.14645924456790332,0.14661729611286037,0.95,doc,9,1024
512,1536,512,0.3333333333333333,8.069047295498082e-05,0.999995764340891,0.13223301299031223,0.1322474704804468,1.0,doc,9,1024
768,1536,768,0.5,8.473910596115813e-05,0.9999985136077532,0.22813836064422596,0.22810213927395356,1.0,doc,9,1024
768,1536,768,0.5,0.00036643572946200813,0.999999742954724,0.06663005428639614,0.06645214447807254,1.0,doc,9,1024
768,1536,768,0.5,8.670551064828062e-06,0.9999977648236891,0.14645924456790332,0.14649040908612695,1.0,doc,9,1024
768,1536,768,0.5,1.9682970953229228e-05,0.9999984242007007,0.13223301299031223,0.13222984301550464,1.0,doc,9,1024
1536,1536,1536,1.0,5.141962067713196e-07,0.9999999888241182,0.22813836064422596,0.2281380715589016,1.0,doc,9,1024
1536,1536,1536,1.0,2.62937251772741e-06,0.9999999999999998,0.06663005428639614,0.0666320749792865,1.0,doc,9,1024
1536,1536,1536,1.0,1.1619019570212333e-07,0.9999999999999998,0.14645924456790332,0.14645915893654726,1.0,doc,9,1024
1536,1536,1536,1.0,1.8535353673027056e-07,0.9999999999999998,0.13223301299031223,0.13223307783355884,1.0,doc,9,1024
64,1536,64,0.041666666666666664,0.027217201366596222,0.9991163677490879,0.26304144504108035,0.2715013016263436,1.0,doc,10,1024
64,1536,64,0.041666666666666664,0.024888401911747873,0.9987686301945495,0.29436480415512156,0.30550386597280965,0.9,doc,10,1024
64,1536,64,0.041666666666666664,0.014901992424836898,0.9996024962449036,0.1365833320558243,0.14643868733806964,0.95,doc,10,1024
64,1536,64,0.041666666666666664,0.8293555077065189,0.999771553805164,0.06887853773866646,0.8361601989723656,1.0,doc,10,1024
128,1536,128,0.08333333333333333,0.003631851342882212,0.9998889899685286,0.26304144504108035,0.2630263473268714,1.0,doc,10,1024
128,1536,128,0.08333333333333333,0.0023329192306742073,0.9997328852549887,0.29436480415512156,0.2949558984383109,0.9,doc,10,1024
128,1536,128,0.08333333333333333,0.0023137494945501855,0.9999139345361561,0.1365833320558243,0.13774180025423,1.0,doc,10,1024
128,1536,128,0.08333333333333333,0.041548777254610994,0.9999302960267504,0.06887853773866646,0.08487698359386571,1.0,doc,10,1024
256,1536,256,0.16666666666666666,0.0006029682943293434,0.9999811798154636,0.26304144504108035,0.2629032398265583,1.0,doc,10,1024
256,1536,256,0.16666666666666666,0.0002650576828149967,0.9999411031042127,0.29436480415512156,0.29443071960750905,1.0,doc,10,1024
256,1536,256,0.16666666666666666,0.00035809240217518217,0.9999795816644015,0.1365833320558243,0.13635532160115213,1.0,doc,10,1024
256,1536,256,0.16666666666666666,0.008185063701501027,0.9999938979686716,0.06887853773866646,0.06347619401743491,0.95,doc,10,1024
384,1536,384,0.25,0.00015499874365237085,0.9999905675559686,0.26304144504108035,0.2631434253212799,1.0,doc,10,1024
384,1536,384,0.25,0.00010070204678333584,0.9999748766182674,0.29436480415512156,0.2945656470125249,0.95,doc,10,1024
384,1536,384,0.25,9.071047554125456e-05,0.9999927803805162,0.1365833320558243,0.13657722146097245,1.0,doc,10,1024
384,1536,384,0.25,0.0024592759099894427,0.9999967254667046,0.06887853773866646,0.06855413386352102,1.0,doc,10,1024
512,1536,512,0.3333333333333333,6.959297955829104e-05,0.9999936073957512,0.26304144504108035,0.2631003113328651,1.0,doc,10,1024
512,1536,512,0.3333333333333333,4.280484678422516e-05,0.9999871589120948,0.29436480415512156,0.2943425464486889,1.0,doc,10,1024
512,1536,512,0.3333333333333333,4.245413177916439e-05,0.9999955743509046,0.1365833320558243,0.13658809099922314,1.0,doc,10,1024
512,1536,512,0.3333333333333333,0.0008853203506908519,0.9999979324619124,0.06887853773866646,0.0691001581595461,1.0,doc,10,1024
768,1536,768,0.5,1.3157840541864377e-05,0.9999988488841998,0.26304144504108035,0.26304512512282735,1.0,doc,10,1024
768,1536,768,0.5,9.657276665416562e-06,0.9999974966025318,0.29436480415512156,0.294365742328713,1.0,doc,10,1024
768,1536,768,0.5,8.644495551278612e-06,0.9999989718188969,0.1365833320558243,0.13657982999451618,1.0,doc,10,1024
768,1536,768,0.5,0.0002652576589566611,0.9999996535476716,0.06887853773866646,0.06894871578796832,1.0,doc,10,1024
1536,1536,1536,1.0,1.4213477301115153e-07,0.9999999999999998,0.26304144504108035,0.26304136722648935,1.0,doc,10,1024
1536,1536,1536,1.0,1.432321152688677e-07,0.9999999999999998,0.29436480415512156,0.2943647586008467,1.0,doc,10,1024
1536,1536,1536,1.0,1.39735599352727e-07,0.9999999999999998,0.1365833320558243,0.13658323812203527,1.0,doc,10,1024
1536,1536,1536,1.0,2.391113937736937e-06,0.9999999999999998,0.06887853773866646,0.06888075352368639,1.0,doc,10,1024
64,1536,64,0.041666666666666664,0.011673366652220574,0.9995718519776838,0.35398035766917824,0.3518483795636654,0.95,doc,11,1024
64,1536,64,0.041666666666666664,0.027747445417495274,0.9994252691152277,0.3011106087193577,0.3059131361136631,0.95,doc,11,1024
64,1536,64,0.041666666666666664,0.01824264463863135,0.9996061060546454,0.5558773938826232,0.5643415232863914,0.95,doc,11,1024
64,1536,64,0.041666666666666664,0.017314555884349356,0.9996855777483726,0.572684167563389,0.5737213530690352,0.95,doc,11,1024
128,1536,128,0.08333333333333333,0.001524385320879349,0.9999190195622629,0.35398035766917824,0.3561488963365399,1.0,doc,11,1024
128,1536,128,0.08333333333333333,0.010616394736010356,0.9999399631642942,0.3011106087193577,0.3007706861424511,0.95,doc,11,1024
128,1536,128,0.08333333333333333,0.0016255658949224136,0.9999027363028394,0.5558773938826232,0.5554857109081303,1.0,doc,11,1024
128,1536,128,0.08333333333333333,0.001635325921049604,0.9999408348830554,0.572684167563389,0.5702211968610331,0.95,doc,11,1024
256,1536,256,0.16666666666666666,0.00020698032573574193,0.9999750666082539,0.35398035766917824,0.35431609823769594,1.0,doc,11,1024
256,1536,256,0.16666666666666666,0.0013565439817837953,0.9999853707710462,0.3011106087193577,0.3001023285922082,1.0,doc,11,1024
256,1536,256,0.16666666666666666,0.00016291642189060214,0.9999813027501607,0.5558773938826232,0.555793137789976,1.0,doc,11,1024
256,1536,256,0.16666666666666666,0.00015629540632202654,0.999989181746656,0.572684167563389,0.5726578116093258,1.0,doc,11,1024
384,1536,384,0.25,0.00013134680479478736,0.9999886006008152,0.35398035766917824,0.3388249567571307,0.95,doc,11,1024
384,1536,384,0.25,0.000594787511755968,0.9999919645411628,0.3011106087193577,0.3013185981263961,1.0,doc,11,1024
384,1536,384,0.25,6.964004924346665e-05,0.9999906793147841,0.5558773938826232,0.5560022057078551,1.0,doc,11,1024
384,1536,384,0.25,4.61361052830283e-05,0.9999947249839065,0.572684167563389,0.5726463445827135,1.0,doc,11,1024
512,1536,512,0.3333333333333333,5.1481384270578035e-05,0.9999925903905298,0.35398035766917824,0.35401806592985585,1.0,doc,11,1024
512,1536,512,0.3333333333333333,0.0002415562551848319,0.9999948479186036,0.3011106087193577,0.30130300286608924,1.0,doc,11,1024
512,1536,512,0.3333333333333333,3.467068430939769e-05,0.999995138491524,0.5558773938826232,0.5559099750268418,1.0,doc,11,1024
512,1536,512,0.3333333333333333,2.4198875333817207e-05,0.9999967701702308,0.572684167563389,0.5726924548409235,1.0,doc,11,1024
768,1536,768,0.5,1.046873836779472e-05,0.9999978318789784,0.35398035766917824,0.353958442991793,1.0,doc,11,1024
768,1536,768,0.5,9.769949958047302e-05,0.9999987371253842,0.3011106087193577,0.3012033499893067,1.0,doc,11,1024
768,1536,768,0.5,7.620800595487397e-06,0.9999983124418852,0.5558773938826232,0.5558380335985643,1.0,doc,11,1024
768,1536,768,0.5,1.0461705727685113e-05,0.9999990612259493,0.572684167563389,0.5726756952930858,1.0,doc,11,1024
1536,1536,1536,1.0,1.814256259740069e-07,0.9999999999999998,0.35398035766917824,0.353980514439119,1.0,doc,11,1024
1536,1536,1536,1.0,6.220084631662398e-07,0.9999999999999998,0.3011106087193577,0.3011100769866886,1.0,doc,11,1024
1536,1536,1536,1.0,2.3193786566327117e-07,0.9999999999999998,0.5558773938826232,0.5558775370988764,1.0,doc,11,1024
1536,1536,1536,1.0,2.2077149679798229e-07,0.9999999999999998,0.572684167563389,0.572684016833462,1.0,doc,11,1024
64,1536,64,0.041666666666666664,0.007713530662119483,0.9999613649774692,0.35313081294560184,0.3465434647014654,1.0,needle,0,1024
64,1536,64,0.041666666666666664,0.015199939777654244,0.9999935068128172,0.004039460376346798,0.017007834217995284,1.0,needle,0,1024
64,1536,64,0.041666666666666664,0.006220989181053678,0.9999711215220655,0.6361797660244237,0.6383565415167414,1.0,needle,0,1024
64,1536,64,0.041666666666666664,0.0026762237551907495,0.9999948143909589,0.5906532280377058,0.5913675562010726,1.0,needle,0,1024
128,1536,128,0.08333333333333333,0.005089355365080493,0.999979592840283,0.35313081294560184,0.3610370609560937,0.95,needle,0,1024
128,1536,128,0.08333333333333333,0.011036417892556778,0.9999953843609182,0.004039460376346798,0.012651913435857223,1.0,needle,0,1024
128,1536,128,0.08333333333333333,0.004894842988949667,0.9999829791323938,0.6361797660244237,0.6380971779124587,1.0,needle,0,1024
128,1536,128,0.08333333333333333,0.0017541268708501073,0.9999962113761531,0.5906532280377058,0.5900385571167356,1.0,needle,0,1024
256,1536,256,0.16666666666666666,0.0021944837910917005,0.9999931044810813,0.35313081294560184,0.35306739887548005,1.0,needle,0,1024
256,1536,256,0.16666666666666666,0.006988780288492952,0.9999977089442813,0.004039460376346798,0.008651356038326232,1.0,needle,0,1024
256,1536,256,0.16666666666666666,0.0032402090618311,0.9999931156569628,0.6361797660244237,0.6380160753893104,1.0,needle,0,1024
256,1536,256,0.16666666666666666,0.0009407384005461686,0.9999977648236891,0.5906532280377058,0.5902435949565075,1.0,needle,0,1024
384,1536,384,0.25,0.001639000274698004,0.9999971389743221,0.35313081294560184,0.35442603414484597,1.0,needle,0,1024
384,1536,384,0.25,0.005093279855115843,0.9999986253665687,0.004039460376346798,0.00664034605133207,1.0,needle,0,1024
384,1536,384,0.25,0.0023666165830351017,0.9999966025320075,0.6361797660244237,0.6376274771894764,1.0,needle,0,1024
384,1536,384,0.25,0.0007237677910893714,0.9999984130248192,0.5906532280377058,0.5902802209636433,1.0,needle,0,1024
512,1536,512,0.3333333333333333,0.0010153537466925531,0.9999987371253842,0.35313081294560184,0.3533225988960176,1.0,needle,0,1024
512,1536,512,0.3333333333333333,0.003029598989640706,0.9999994635576852,0.004039460376346798,0.005264392605448572,1.0,needle,0,1024
512,1536,512,0.3333333333333333,0.0015382245005300212,0.9999985247836347,0.6361797660244237,0.63659853898895,1.0,needle,0,1024
512,1536,512,0.3333333333333333,0.00040839507766666843,0.999999217688291,0.5906532280377058,0.5906424891425247,1.0,needle,0,1024
768,1536,768,0.5,0.00025601099950466245,0.9999998211858949,0.35313081294560184,0.3533124553147961,1.0,needle,0,1024
768,1536,768,0.5,0.001198559748065048,0.9999999105929473,0.004039460376346798,0.004126810845161908,1.0,needle,0,1024
768,1536,768,0.5,0.00037067773456834834,0.9999997541306056,0.6361797660244237,0.6363040141981509,1.0,needle,0,1024
768,1536,768,0.5,0.00015594098317519355,0.9999997653064872,0.5906532280377058,0.590559951408435,1.0,needle,0,1024
1536,1536,1536,1.0,3.5820335117261774e-07,0.9999999999999998,0.35313081294560184,0.35313083244024074,1.0,needle,0,1024
1536,1536,1536,1.0,3.7227760447147086e-07,0.9999999999999998,0.004039460376346798,0.004039514630007802,1.0,needle,0,1024
1536,1536,1536,1.0,2.934885086573237e-07,0.9999999999999998,0.6361797660244237,0.6361797735754712,1.0,needle,0,1024
1536,1536,1536,1.0,3.339214663458749e-07,0.9999999999999998,0.5906532280377058,0.5906528906948837,1.0,needle,0,1024
64,1536,64,0.041666666666666664,0.015114386204896323,0.9999790899256131,0.020666566493668978,0.02561177134693357,1.0,needle,1,1024
64,1536,64,0.041666666666666664,0.003233257136940937,0.9999501890959157,0.45847146482395007,0.4583080713526099,0.95,needle,1,1024
64,1536,64,0.041666666666666664,0.008558008844652652,0.9999561234890206,0.4082397480328356,0.3992192120932781,1.0,needle,1,1024
64,1536,64,0.041666666666666664,0.005006314163274698,0.9998959301909733,1.1666749950902555,1.171884456511831,1.0,needle,1,1024
128,1536,128,0.08333333333333333,0.00744229549785017,0.9999951496674055,0.020666566493668978,0.023436975506045718,1.0,needle,1,1024
128,1536,128,0.08333333333333333,0.0007877081338680796,0.9999921545311492,0.45847146482395007,0.4576516807796168,1.0,needle,1,1024
128,1536,128,0.08333333333333333,0.0020994711128250907,0.9999897517166152,0.4082397480328356,0.40576147313886823,1.0,needle,1,1024
128,1536,128,0.08333333333333333,0.0012955227733093622,0.9999855607610326,1.1666749950902555,1.166222758801038,1.0,needle,1,1024
256,1536,256,0.16666666666666666,0.0013500961431577839,0.999997217205493,0.020666566493668978,0.020553191309492,1.0,needle,1,1024
256,1536,256,0.16666666666666666,0.00018859857592222525,0.9999959878585221,0.45847146482395007,0.4582188741575563,1.0,needle,1,1024
256,1536,256,0.16666666666666666,0.0003969583839063025,0.9999968484014017,0.4082397480328356,0.40841476297944834,1.0,needle,1,1024
256,1536,256,0.16666666666666666,0.00021851472547202417,0.9999954961197337,1.1666749950902555,1.1664844691993534,1.0,needle,1,1024
384,1536,384,0.25,0.0007919535928299836,0.9999985694871609,0.020666566493668978,0.02047371236904207,1.0,needle,1,1024
384,1536,384,0.25,0.00011508696120198318,0.9999970383913881,0.45847146482395007,0.45839742470365674,1.0,needle,1,1024
384,1536,384,0.25,0.00019131376495877019,0.999998167155425,0.4082397480328356,0.40835726429125496,1.0,needle,1,1024
384,1536,384,0.25,0.00012103387806915647,0.9999975301301764,1.1666749950902555,1.1665030518008008,1.0,needle,1,1024
512,1536,512,0.3333333333333333,0.0004055091858344322,0.9999994300300405,0.020666566493668978,0.020693914094630155,1.0,needle,1,1024
512,1536,512,0.3333333333333333,6.461286783262286e-05,0.9999978765825046,0.45847146482395007,0.45842015944484227,1.0,needle,1,1024
512,1536,512,0.3333333333333333,9.772513728446371e-05,0.9999988265324367,0.4082397480328356,0.40827502482667044,1.0,needle,1,1024
512,1536,512,0.3333333333333333,7.003903442508453e-05,0.9999985583112794,1.1666749950902555,1.1665730656342397,1.0,needle,1,1024
768,1536,768,0.5,0.00013908575073301238,0.9999998323617765,0.020666566493668978,0.02067346770215825,1.0,needle,1,1024
768,1536,768,0.5,2.065546408470045e-05,0.9999992623918172,0.45847146482395007,0.45847801159444895,1.0,needle,1,1024
768,1536,768,0.5,2.2906143294923172e-05,0.9999997206029609,0.4082397480328356,0.40825465059988636,1.0,needle,1,1024
768,1536,768,0.5,2.0776939327291783e-05,0.9999995641406192,1.1666749950902555,1.1666492525516163,1.0,needle,1,1024
1536,1536,1536,1.0,8.307001165621716e-07,0.9999999999999998,0.020666566493668978,0.02066607474912943,1.0,needle,1,1024
1536,1536,1536,1.0,1.0925300447105147e-07,0.9999999999999998,0.45847146482395007,0.45847146126052424,1.0,needle,1,1024
1536,1536,1536,1.0,1.297129234560147e-07,0.9999999999999998,0.4082397480328356,0.40823978274902695,1.0,needle,1,1024
1536,1536,1536,1.0,1.275646213824254e-07,0.9999999999999998,1.1666749950902555,1.1666750279166545,1.0,needle,1,1024
64,1536,64,0.041666666666666664,0.017685139211634737,0.999994311476289,0.004045355173367968,0.019472627038615263,0.95,needle,2,1024
64,1536,64,0.041666666666666664,0.02634864817863767,0.9999968260496386,0.00024915669841488533,0.026461435841657412,1.0,needle,2,1024
64,1536,64,0.041666666666666664,0.035287049019599795,0.9999887682390385,0.03618923374598651,0.04149920564328708,1.0,needle,2,1024
64,1536,64,0.041666666666666664,0.02753787696860358,0.9999968707531648,0.00010661744710429118,0.027557208373601524,1.0,needle,2,1024
128,1536,128,0.08333333333333333,0.007839324078261907,0.9999968372255201,0.004045355173367968,0.01043709985908096,0.95,needle,2,1024
128,1536,128,0.08333333333333333,0.011327942152166592,0.9999977536478075,0.00024915669841488533,0.011428725110144679,1.0,needle,2,1024
128,1536,128,0.08333333333333333,0.01641453727257464,0.9999947361597881,0.03618923374598651,0.03632213947770963,1.0,needle,2,1024
128,1536,128,0.08333333333333333,0.01219185911562766,0.999997865406623,0.00010661744710429118,0.01219488317087329,1.0,needle,2,1024
256,1536,256,0.16666666666666666,0.0039053298857405403,0.9999974071954794,0.004045355173367968,0.0056777226928889845,0.95,needle,2,1024
256,1536,256,0.16666666666666666,0.006091270095684953,0.9999981783313066,0.00024915669841488533,0.006257320963387808,1.0,needle,2,1024
256,1536,256,0.16666666666666666,0.004047206571294916,0.9999967366425861,0.03618923374598651,0.048171497652263286,0.95,needle,2,1024
256,1536,256,0.16666666666666666,0.00543984307968567,0.999998368321293,0.00010661744710429118,0.005393556163349555,1.0,needle,2,1024
384,1536,384,0.25,0.00178671227092396,0.9999987259495027,0.004045355173367968,0.006709221235136707,0.95,needle,2,1024
384,1536,384,0.25,0.003277432823719104,0.9999990053465415,0.00024915669841488533,0.003173710482625576,1.0,needle,2,1024
384,1536,384,0.25,0.002518448126305679,0.999998066572491,0.03618923374598651,0.03650490313767052,1.0,needle,2,1024
384,1536,384,0.25,0.0031430212253149583,0.9999990500500677,0.00010661744710429118,0.003095723645562259,1.0,needle,2,1024
512,1536,512,0.3333333333333333,0.00104711521989244,0.999999418854159,0.004045355173367968,0.004433859336200425,1.0,needle,2,1024
512,1536,512,0.3333333333333333,0.0023908204776228108,0.9999996311959085,0.00024915669841488533,0.0022530089674995574,1.0,needle,2,1024
512,1536,512,0.3333333333333333,0.0018580805539124747,0.9999988265324367,0.03618923374598651,0.03692145371724061,1.0,needle,2,1024
512,1536,512,0.3333333333333333,0.0017561456525935393,0.9999995641406192,0.00010661744710429118,0.0017077824713094254,1.0,needle,2,1024
768,1536,768,0.5,0.00022278419573903063,0.9999998100100134,0.004045355173367968,0.004126410263737197,1.0,needle,2,1024
768,1536,768,0.5,0.0004399495915818273,0.9999999217688289,0.00024915669841488533,0.0004913104793727761,1.0,needle,2,1024
768,1536,768,0.5,0.00047099496977244824,0.9999997876582503,0.03618923374598651,0.03610352419074515,1.0,needle,2,1024
768,1536,768,0.5,0.0005922441439872938,0.9999998658894211,0.00010661744710429118,0.0005814301539736746,1.0,needle,2,1024
1536,1536,1536,1.0,1.2815131984611929e-06,0.9999999999999998,0.004045355173367968,0.004045243353904289,1.0,needle,2,1024
1536,1536,1536,1.0,7.303508681589757e-07,0.9999999999999998,0.00024915669841488533,0.00024935380622160826,1.0,needle,2,1024
1536,1536,1536,1.0,7.951929282656222e-07,0.9999999999999998,0.03618923374598651,0.03618955684494233,1.0,needle,2,1024
1536,1536,1536,1.0,1.2092706584028244e-06,0.9999999999999998,0.00010661744710429118,0.00010630631432727524,1.0,needle,2,1024
64,1536,64,0.041666666666666664,0.007978732284213842,0.999568745082612,0.3125594767693647,0.3110545036823315,1.0,needle,3,1024
64,1536,64,0.041666666666666664,0.07935469215400458,0.9999934174057648,0.0008658865636610848,0.07969960886638383,1.0,needle,3,1024
64,1536,64,0.041666666666666664,0.03724571689104243,0.9999958425720619,0.006096912077432009,0.03897057400484887,1.0,needle,3,1024
64,1536,64,0.041666666666666664,0.06277077477936305,0.9999934956369356,0.0029551315506605633,0.06338926414970406,0.95,needle,3,1024
128,1536,128,0.08333333333333333,0.001978562246586449,0.99996424835491,0.3125594767693647,0.31283698375905095,1.0,needle,3,1024
128,1536,128,0.08333333333333333,0.0173371581444154,0.9999970830949143,0.0008658865636610848,0.01748213488256101,0.95,needle,3,1024
128,1536,128,0.08333333333333333,0.01012450000378592,0.9999976530648735,0.006096912077432009,0.011397650324593184,1.0,needle,3,1024
128,1536,128,0.08333333333333333,0.009901707010695539,0.9999968036978755,0.0029551315506605633,0.010229298190139947,0.95,needle,3,1024
256,1536,256,0.16666666666666666,0.0003715601759652944,0.9999893493848793,0.3125594767693647,0.3126228033035394,1.0,needle,3,1024
256,1536,256,0.16666666666666666,0.011026285520487547,0.9999981559795434,0.0008658865636610848,0.011204947277474734,1.0,needle,3,1024
256,1536,256,0.16666666666666666,0.005332962521105326,0.9999982342107143,0.006096912077432009,0.0075928502808038124,1.0,needle,3,1024
256,1536,256,0.16666666666666666,0.0029871559233901035,0.9999980442207279,0.0029551315506605633,0.004244746190665516,1.0,needle,3,1024
384,1536,384,0.25,0.00015610441971740627,0.9999937303304482,0.3125594767693647,0.3125834477825752,1.0,needle,3,1024
