prompt,regime,layer,head,T,method,param,budget,read,read_ratio,rel_l2,cosine,mass_retained,oracle_recall,pass_mod
longdoc_qa,longdoc,5,1,3068,recency_router,64,32,32,0.010430247718383311,0.6385482954781515,0.9909827900507499,0.631970987900387,0.625,False
longdoc_qa,longdoc,5,1,3068,sink_recent_router,64,32,36,0.011734028683181226,0.012301961797681435,0.999930662191472,0.9915281181743717,0.65625,True
longdoc_qa,longdoc,5,1,3068,jl,8,64,64,0.020860495436766623,1.115274886973197,-0.12195107770704652,0.36013499868466314,0.078125,False
longdoc_qa,longdoc,5,1,3068,jl,16,64,64,0.020860495436766623,0.5164984144174739,0.8632151237848213,0.661840236578069,0.1875,False
longdoc_qa,longdoc,5,1,3068,jl,32,64,64,0.020860495436766623,0.14195817791895474,0.9899854841456238,0.9096114122513238,0.390625,False
longdoc_qa,longdoc,5,1,3068,jl,64,64,64,0.020860495436766623,0.005762736403818062,0.9999848664251862,0.9957127363386153,0.609375,True
longdoc_qa,longdoc,5,1,3068,jl,128,64,64,0.020860495436766623,0.03585846174350624,0.9993578549424206,0.9873345490611126,0.59375,True
longdoc_qa,longdoc,5,1,3068,block_centroid,32,64,92,0.02998696219035202,0.006667591595991073,0.9999791893371525,0.9959742381526641,0.734375,True
longdoc_qa,longdoc,5,1,3068,block_upperbound,32,64,92,0.02998696219035202,0.005268790026069821,0.9999885930795133,0.9978100105515967,0.734375,True
longdoc_qa,longdoc,5,1,3068,recency_router,64,64,64,0.020860495436766623,0.6384703115057891,0.9909806215255121,0.6320364833162548,0.34375,False
longdoc_qa,longdoc,5,1,3068,sink_recent_router,64,64,68,0.02216427640156454,0.012264756843487051,0.999931057105637,0.9915936135902395,0.390625,True
longdoc_qa,longdoc,5,1,3068,jl,8,128,128,0.041720990873533245,1.1004042111975223,-0.09815869913962684,0.366520832701442,0.140625,False
longdoc_qa,longdoc,5,1,3068,jl,16,128,128,0.041720990873533245,0.4552763820045929,0.8948292241698019,0.7142046745448007,0.2421875,False
longdoc_qa,longdoc,5,1,3068,jl,32,128,128,0.041720990873533245,0.13856080991749875,0.9905557377846245,0.9169090042230778,0.40625,False
longdoc_qa,longdoc,5,1,3068,jl,64,128,128,0.041720990873533245,0.002880299074285472,0.9999965181966007,0.9982157120364298,0.5078125,True
longdoc_qa,longdoc,5,1,3068,jl,128,128,128,0.041720990873533245,0.0011747553999021639,0.9999995158244054,0.9991681533144401,0.484375,True
longdoc_qa,longdoc,5,1,3068,block_centroid,32,128,156,0.05084745762711865,0.0007992377363526294,0.9999996947381129,0.9996400873929349,0.7734375,True
longdoc_qa,longdoc,5,1,3068,block_upperbound,32,128,156,0.05084745762711865,0.00261776135473871,0.9999970534086159,0.9988515745466162,0.6953125,True
longdoc_qa,longdoc,5,1,3068,recency_router,64,128,128,0.041720990873533245,0.006640769315600813,0.9999793369313025,0.996041448434749,0.609375,True
longdoc_qa,longdoc,5,1,3068,sink_recent_router,64,128,132,0.04302477183833116,0.0034059589017155253,0.9999953234724281,0.9983508352235829,0.625,True
longdoc_qa,longdoc,5,2,3068,jl,8,8,8,0.002607561929595828,0.7760467313356856,0.6606405141151253,0.8252414266958311,0.125,False
longdoc_qa,longdoc,5,2,3068,jl,16,8,8,0.002607561929595828,0.7760474005151229,0.6606400774777433,0.8252411632587645,0.125,False
longdoc_qa,longdoc,5,2,3068,jl,32,8,8,0.002607561929595828,0.6649796629549692,0.7502446239621655,0.866756789775114,0.5,False
longdoc_qa,longdoc,5,2,3068,jl,64,8,8,0.002607561929595828,0.2679212229781795,0.9649725896264668,0.9216650995731448,0.25,False
longdoc_qa,longdoc,5,2,3068,jl,128,8,8,0.002607561929595828,0.057283307293127375,0.9985031748380193,0.9772937000598351,0.875,True
longdoc_qa,longdoc,5,2,3068,block_centroid,32,8,32,0.010430247718383311,0.7372840594627801,0.6920335440474525,0.8396252237105493,0.375,False
longdoc_qa,longdoc,5,2,3068,block_upperbound,32,8,28,0.009126466753585397,4.4108933846515015,0.7090022819882627,0.12972343528250285,0.5,False
longdoc_qa,longdoc,5,2,3068,recency_router,64,8,8,0.002607561929595828,4.331448583998222,0.14820188736807227,0.022633645580270763,0.25,False
longdoc_qa,longdoc,5,2,3068,sink_recent_router,64,8,12,0.003911342894393742,0.7317750844199578,0.6932227197229637,0.8483334732296013,0.375,False
longdoc_qa,longdoc,5,2,3068,jl,8,16,16,0.005215123859191656,0.7760465507457528,0.660640562756425,0.8252416102055405,0.0625,False
longdoc_qa,longdoc,5,2,3068,jl,16,16,16,0.005215123859191656,0.7760473230088393,0.6606400014563578,0.8252414292715153,0.0625,False
longdoc_qa,longdoc,5,2,3068,jl,32,16,16,0.005215123859191656,0.12179076891430168,0.9928684508420932,0.9628937434229498,0.5,False
longdoc_qa,longdoc,5,2,3068,jl,64,16,16,0.005215123859191656,0.09954205653793237,0.9951105520779882,0.9667880816773908,0.4375,True
longdoc_qa,longdoc,5,2,3068,jl,128,16,16,0.005215123859191656,0.04316839837770741,0.9991474728332782,0.9838485880687319,0.625,True
longdoc_qa,longdoc,5,2,3068,block_centroid,32,16,32,0.010430247718383311,0.7372840594627801,0.6920335440474525,0.8396252237105493,0.3125,False
longdoc_qa,longdoc,5,2,3068,block_upperbound,32,16,28,0.009126466753585397,4.4108933846515015,0.7090022819882627,0.12972343528250285,0.5625,False
longdoc_qa,longdoc,5,2,3068,recency_router,64,16,16,0.005215123859191656,3.8688146957883984,0.15096384450374165,0.027170373516200733,0.375,False
longdoc_qa,longdoc,5,2,3068,sink_recent_router,64,16,20,0.00651890482398957,0.7257776071449381,0.6975153327496304,0.8528702011655314,0.4375,False
longdoc_qa,longdoc,5,2,3068,jl,8,32,32,0.010430247718383311,0.7760428894771292,0.660642983146906,0.8252432375478306,0.03125,False
longdoc_qa,longdoc,5,2,3068,jl,16,32,32,0.010430247718383311,0.7408794437813091,0.6866276721546988,0.8429348962762456,0.0625,False
longdoc_qa,longdoc,5,2,3068,jl,32,32,32,0.010430247718383311,0.03713660464083168,0.9993187773070912,0.9873961711984445,0.625,True
longdoc_qa,longdoc,5,2,3068,jl,64,32,32,0.010430247718383311,0.05284725683482208,0.9986029446890259,0.9823337802221699,0.53125,True
longdoc_qa,longdoc,5,2,3068,jl,128,32,32,0.010430247718383311,0.023029431720231072,0.9997629082886965,0.991782084827599,0.71875,True
longdoc_qa,longdoc,5,2,3068,block_centroid,32,32,32,0.010430247718383311,0.7372840594627801,0.6920335440474525,0.8396252237105493,0.40625,False
longdoc_qa,longdoc,5,2,3068,block_upperbound,32,32,60,0.01955671447196871,0.14908385231501273,0.9888521602095977,0.9693486589930521,0.8125,False
longdoc_qa,longdoc,5,2,3068,recency_router,64,32,32,0.010430247718383311,4.410891461466791,0.7090021832546608,0.129723490908313,0.40625,False
longdoc_qa,longdoc,5,2,3068,sink_recent_router,64,32,36,0.011734028683181226,0.18727619977710025,0.9823793872943211,0.9554233185576436,0.46875,False
longdoc_qa,longdoc,5,2,3068,jl,8,64,64,0.020860495436766623,0.7760310831231467,0.6606372502543458,0.8252702185858015,0.015625,False
longdoc_qa,longdoc,5,2,3068,jl,16,64,64,0.020860495436766623,0.7408786909075005,0.6866279064486069,0.8429358590132744,0.03125,False
longdoc_qa,longdoc,5,2,3068,jl,32,64,64,0.020860495436766623,0.028187759414328266,0.9996171837136509,0.9908683343852659,0.515625,True
longdoc_qa,longdoc,5,2,3068,jl,64,64,64,0.020860495436766623,0.020049126721133,0.9998004707971124,0.9927064029187478,0.578125,True
longdoc_qa,longdoc,5,2,3068,jl,128,64,64,0.020860495436766623,0.008061279115526204,0.9999736874834613,0.9974983321190763,0.75,True
longdoc_qa,longdoc,5,2,3068,block_centroid,32,64,64,0.020860495436766623,0.6576610313657114,0.7557055754636641,0.8689688153303337,0.59375,False
longdoc_qa,longdoc,5,2,3068,block_upperbound,32,64,92,0.02998696219035202,0.0067782092369538405,0.9999807812065793,0.9986922506128367,0.90625,True
longdoc_qa,longdoc,5,2,3068,recency_router,64,64,64,0.020860495436766623,4.410779190599984,0.7089970140767586,0.12972801270916212,0.3125,False
longdoc_qa,longdoc,5,2,3068,sink_recent_router,64,64,68,0.02216427640156454,0.18727354863011636,0.9823798479959635,0.9554278403584927,0.359375,False
longdoc_qa,longdoc,5,2,3068,jl,8,128,128,0.041720990873533245,0.7759478575129423,0.6606893148225037,0.8253060787844214,0.0625,False
longdoc_qa,longdoc,5,2,3068,jl,16,128,128,0.041720990873533245,0.6476560397491605,0.7632185726990245,0.874418031340787,0.0625,False
longdoc_qa,longdoc,5,2,3068,jl,32,128,128,0.041720990873533245,0.00762725480246126,0.9999737135255842,0.9975168987084851,0.53125,True
longdoc_qa,longdoc,5,2,3068,jl,64,128,128,0.041720990873533245,0.0029833413432109237,0.9999956801294477,0.9990434860376269,0.703125,True
longdoc_qa,longdoc,5,2,3068,jl,128,128,128,0.041720990873533245,0.002760480973342859,0.9999969671794428,0.9992329240080124,0.6484375,True
longdoc_qa,longdoc,5,2,3068,block_centroid,32,128,156,0.05084745762711865,0.0009363488175347962,0.9999995811457191,0.9998035244210804,0.890625,True
longdoc_qa,longdoc,5,2,3068,block_upperbound,32,128,156,0.05084745762711865,0.0009363488175347962,0.9999995811457191,0.9998035244210804,0.890625,True
longdoc_qa,longdoc,5,2,3068,recency_router,64,128,128,0.041720990873533245,0.006769937700808142,0.9999808292396061,0.9986968280394959,0.6328125,True
longdoc_qa,longdoc,5,2,3068,sink_recent_router,64,128,132,0.04302477183833116,0.004112124052544736,0.9999927019089204,0.9991212137278819,0.65625,True
longdoc_qa,longdoc,5,3,3068,jl,8,8,8,0.002607561929595828,1.0434050180995242,0.03311262355209815,0.4096222268013616,0.125,False
longdoc_qa,longdoc,5,3,3068,jl,16,8,8,0.002607561929595828,1.0434052400682896,0.033112098569234125,0.40962214813707926,0.125,False
longdoc_qa,longdoc,5,3,3068,jl,32,8,8,0.002607561929595828,0.38038685776982817,0.9251383624736484,0.7260342508715308,0.75,False
longdoc_qa,longdoc,5,3,3068,jl,64,8,8,0.002607561929595828,0.8203157609664424,0.5795610093797061,0.5221492661770407,0.5,False
longdoc_qa,longdoc,5,3,3068,jl,128,8,8,0.002607561929595828,0.050373959678708044,0.9988187190506526,0.9503874794599306,0.875,True
longdoc_qa,longdoc,5,3,3068,block_centroid,32,8,32,0.010430247718383311,0.4214059812341609,0.9077843200976001,0.6516674087453245,0.5,False
longdoc_qa,longdoc,5,3,3068,block_upperbound,32,8,32,0.010430247718383311,0.4214059812341609,0.9077843200976001,0.6516674087453245,0.5,False
longdoc_qa,longdoc,5,3,3068,recency_router,64,8,8,0.002607561929595828,1.1333749951873582,0.8364325363312864,0.2523466420730384,0.25,False
longdoc_qa,longdoc,5,3,3068,sink_recent_router,64,8,12,0.003911342894393742,0.5094735250985032,0.8757326380629602,0.6829542705432898,0.5,False
longdoc_qa,longdoc,5,3,3068,jl,8,16,16,0.005215123859191656,1.043404827415833,0.03311297270591676,0.4096223874982252,0.0625,False
longdoc_qa,longdoc,5,3,3068,jl,16,16,16,0.005215123859191656,1.0434051051690274,0.03311222999531196,0.40962230512058045,0.0625,False
longdoc_qa,longdoc,5,3,3068,jl,32,16,16,0.005215123859191656,0.03588284801343272,0.9993979853790796,0.9748262318250698,0.625,True
longdoc_qa,longdoc,5,3,3068,jl,64,16,16,0.005215123859191656,0.42416276408460146,0.926323739635865,0.759529664730223,0.5,False
longdoc_qa,longdoc,5,3,3068,jl,128,16,16,0.005215123859191656,0.03163871801125558,0.9995108160909804,0.9744393262875567,0.75,True
longdoc_qa,longdoc,5,3,3068,block_centroid,32,16,32,0.010430247718383311,0.4214059812341609,0.9077843200976001,0.6516674087453245,0.4375,False
longdoc_qa,longdoc,5,3,3068,block_upperbound,32,16,32,0.010430247718383311,0.4214059812341609,0.9077843200976001,0.6516674087453245,0.4375,False
longdoc_qa,longdoc,5,3,3068,recency_router,64,16,16,0.005215123859191656,1.1245412318716197,0.8360035029487936,0.254523223038969,0.3125,False
longdoc_qa,longdoc,5,3,3068,sink_recent_router,64,16,20,0.00651890482398957,0.5098287472382337,0.8756778137217098,0.6851308515092204,0.5,False
longdoc_qa,longdoc,5,3,3068,jl,8,32,32,0.010430247718383311,0.9571061681441431,0.2914355527403818,0.43028813959609785,0.09375,False
longdoc_qa,longdoc,5,3,3068,jl,16,32,32,0.010430247718383311,0.5693837170374573,0.8371558979508561,0.6351356083119695,0.09375,False
longdoc_qa,longdoc,5,3,3068,jl,32,32,32,0.010430247718383311,0.0349738569817247,0.9994143613779742,0.9772034265006688,0.53125,True
longdoc_qa,longdoc,5,3,3068,jl,64,32,32,0.010430247718383311,0.030023961914125298,0.9995686635617241,0.9800542293854839,0.5625,True
longdoc_qa,longdoc,5,3,3068,jl,128,32,32,0.010430247718383311,0.006295998202250222,0.999984532474278,0.9955820680481523,0.8125,True
longdoc_qa,longdoc,5,3,3068,block_centroid,32,32,32,0.010430247718383311,0.4214059812341609,0.9077843200976001,0.6516674087453245,0.53125,False
longdoc_qa,longdoc,5,3,3068,block_upperbound,32,32,32,0.010430247718383311,0.4214059812341609,0.9077843200976001,0.6516674087453245,0.53125,False
longdoc_qa,longdoc,5,3,3068,recency_router,64,32,32,0.010430247718383311,0.81861347218485,0.8944676387108921,0.33770682921430983,0.40625,False
longdoc_qa,longdoc,5,3,3068,sink_recent_router,64,32,36,0.011734028683181226,0.4264548101697159,0.9259324761509242,0.7683144576845613,0.53125,False
longdoc_qa,longdoc,5,3,3068,jl,8,64,64,0.020860495436766623,0.9571083878566166,0.29142810055275314,0.43029170195897043,0.046875,False
longdoc_qa,longdoc,5,3,3068,jl,16,64,64,0.020860495436766623,0.4739431573823852,0.8968146924303811,0.6944794616530088,0.09375,False
longdoc_qa,longdoc,5,3,3068,jl,32,64,64,0.020860495436766623,0.006818908963254032,0.9999815508296187,0.9953317536154173,0.640625,True
longdoc_qa,longdoc,5,3,3068,jl,64,64,64,0.020860495436766623,0.0076428739698623455,0.9999717350275931,0.9959539053978358,0.578125,True
longdoc_qa,longdoc,5,3,3068,jl,128,64,64,0.020860495436766623,0.002662059892952741,0.9999971474033323,0.9985516557013048,0.75,True
longdoc_qa,longdoc,5,3,3068,block_centroid,32,64,92,0.02998696219035202,0.00034954200860238177,0.999999962042222,0.9998161553666187,0.953125,True
longdoc_qa,longdoc,5,3,3068,block_upperbound,32,64,92,0.02998696219035202,0.00034954200860238177,0.999999962042222,0.9998161553666187,0.953125,True
longdoc_qa,longdoc,5,3,3068,recency_router,64,64,64,0.020860495436766623,0.8186102313474722,0.8944675468214011,0.33770834487867557,0.3125,False
longdoc_qa,longdoc,5,3,3068,sink_recent_router,64,64,68,0.02216427640156454,0.42645476799079934,0.9259325858887982,0.768315973348927,0.375,False
longdoc_qa,longdoc,5,3,3068,jl,8,128,128,0.041720990873533245,0.44404053098980983,0.8979438503357008,0.6116683790012939,0.1328125,False
longdoc_qa,longdoc,5,3,3068,jl,16,128,128,0.041720990873533245,0.20368874922915556,0.9799042642751647,0.8911269085914325,0.140625,False
longdoc_qa,longdoc,5,3,3068,jl,32,128,128,0.041720990873533245,0.002318987570922036,0.9999977140098729,0.9987243183085609,0.578125,True
longdoc_qa,longdoc,5,3,3068,jl,64,128,128,0.041720990873533245,0.007126355177238278,0.9999747318565856,0.997010840959156,0.65625,True
longdoc_qa,longdoc,5,3,3068,jl,128,128,128,0.041720990873533245,0.0005705834218267406,0.999999868829988,0.9996379920096452,0.5078125,True
longdoc_qa,longdoc,5,3,3068,block_centroid,32,128,156,0.05084745762711865,8.636268499997734e-05,0.9999999968437796,0.9999481281260869,0.8515625,True
longdoc_qa,longdoc,5,3,3068,block_upperbound,32,128,156,0.05084745762711865,0.0002983420869456125,0.9999999712365822,0.9998464498234038,0.78125,True
longdoc_qa,longdoc,5,3,3068,recency_router,64,128,128,0.041720990873533245,0.0003480315326366984,0.9999999624271955,0.9998176767161778,0.6328125,True
longdoc_qa,longdoc,5,3,3068,sink_recent_router,64,128,132,0.04302477183833116,0.00023052857081948323,0.9999999826711627,0.9998620448136989,0.65625,True
longdoc_qa,longdoc,5,4,3068,jl,8,8,8,0.002607561929595828,1.1529195051929675,-0.1821527219467679,0.3382291026775496,0.125,False
longdoc_qa,longdoc,5,4,3068,jl,16,8,8,0.002607561929595828,2.582636811877222,-0.09430897833398988,1.653941991834912e-05,0.0,False
longdoc_qa,longdoc,5,4,3068,jl,32,8,8,0.002607561929595828,0.8777198608413559,0.5167331670259047,0.5054430498171992,0.375,False
longdoc_qa,longdoc,5,4,3068,jl,64,8,8,0.002607561929595828,0.5186043311679979,0.8557611204211709,0.6042102909897167,0.625,False
longdoc_qa,longdoc,5,4,3068,jl,128,8,8,0.002607561929595828,0.4333191550687937,0.9051874705501669,0.7406450774674639,0.875,False
longdoc_qa,longdoc,5,4,3068,block_centroid,32,8,28,0.009126466753585397,0.5969400764663991,0.9910248620228274,0.6559066240894414,0.875,False
longdoc_qa,longdoc,5,4,3068,block_upperbound,32,8,28,0.009126466753585397,0.5969400764663991,0.9910248620228274,0.6559066240894414,0.875,False
longdoc_qa,longdoc,5,4,3068,recency_router,64,8,8,0.002607561929595828,0.9561388651989872,0.9410459408560996,0.4334830936351737,0.75,False
longdoc_qa,longdoc,5,4,3068,sink_recent_router,64,8,12,0.003911342894393742,0.3383526817453336,0.9424300039945837,0.7719003004181303,0.875,False
longdoc_qa,longdoc,5,4,3068,jl,8,16,16,0.005215123859191656,1.1529148369899276,-0.18228169155492643,0.33825673693165637,0.0625,False
longdoc_qa,longdoc,5,4,3068,jl,16,16,16,0.005215123859191656,1.1512805193813611,-0.18018570439855283,0.33875040610147317,0.0625,False
longdoc_qa,longdoc,5,4,3068,jl,32,16,16,0.005215123859191656,0.6259205587953315,0.782091839255012,0.6757909971014093,0.4375,False
longdoc_qa,longdoc,5,4,3068,jl,64,16,16,0.005215123859191656,0.33700425948965307,0.9437146693921517,0.8091139065035723,0.625,False
longdoc_qa,longdoc,5,4,3068,jl,128,16,16,0.005215123859191656,0.2007895888028646,0.979650690602383,0.9137377914034964,0.8125,False
longdoc_qa,longdoc,5,4,3068,block_centroid,32,16,28,0.009126466753585397,0.5969400764663991,0.9910248620228274,0.6559066240894414,0.9375,False
longdoc_qa,longdoc,5,4,3068,block_upperbound,32,16,28,0.009126466753585397,0.5969400764663991,0.9910248620228274,0.6559066240894414,0.9375,False
longdoc_qa,longdoc,5,4,3068,recency_router,64,16,16,0.005215123859191656,0.6959144177224874,0.9839597099345007,0.5977596315661277,0.8125,False
longdoc_qa,longdoc,5,4,3068,sink_recent_router,64,16,20,0.00651890482398957,0.11998066395122735,0.9931511833499085,0.9361768383490843,0.875,False
longdoc_qa,longdoc,5,4,3068,jl,8,32,32,0.010430247718383311,1.152776297908813,-0.18240355213689902,0.3383487545761909,0.0625,False
longdoc_qa,longdoc,5,4,3068,jl,16,32,32,0.010430247718383311,0.7914681297455932,0.6208373931337949,0.44270843138938404,0.125,False
longdoc_qa,longdoc,5,4,3068,jl,32,32,32,0.010430247718383311,0.3079570768400318,0.9531039702762532,0.8024033674947798,0.46875,False
longdoc_qa,longdoc,5,4,3068,jl,64,32,32,0.010430247718383311,0.24508732580513598,0.9701248874661039,0.889162998431046,0.625,False
longdoc_qa,longdoc,5,4,3068,jl,128,32,32,0.010430247718383311,0.12269614917000939,0.9925388489255514,0.9625123092939268,0.8125,False
longdoc_qa,longdoc,5,4,3068,block_centroid,32,32,60,0.01955671447196871,0.005318378894738099,0.9999877453148659,0.996345864477467,0.84375,True
longdoc_qa,longdoc,5,4,3068,block_upperbound,32,32,60,0.01955671447196871,0.005318378894738099,0.9999877453148659,0.996345864477467,0.84375,True
longdoc_qa,longdoc,5,4,3068,recency_router,64,32,32,0.010430247718383311,0.5969325649018526,0.9910244494997607,0.6559111285520719,0.65625,False
longdoc_qa,longdoc,5,4,3068,sink_recent_router,64,32,36,0.011734028683181226,0.007373264661866625,0.9999758929053967,0.9943283353350285,0.71875,True
longdoc_qa,longdoc,5,4,3068,jl,8,64,64,0.020860495436766623,1.11174290873929,-0.1003460878875791,0.35550368042725516,0.078125,False
longdoc_qa,longdoc,5,4,3068,jl,16,64,64,0.020860495436766623,0.6970630608859193,0.7179937367647257,0.48522054826855426,0.109375,False
longdoc_qa,longdoc,5,4,3068,jl,32,64,64,0.020860495436766623,0.15457410067544514,0.9881320040461895,0.9082022999959775,0.390625,False
longdoc_qa,longdoc,5,4,3068,jl,64,64,64,0.020860495436766623,0.02661957532061261,0.999678738392153,0.9884440866649958,0.515625,True
longdoc_qa,longdoc,5,4,3068,jl,128,64,64,0.020860495436766623,0.0016111910001971915,0.9999989656479329,0.9986897265207133,0.734375,True
longdoc_qa,longdoc,5,4,3068,block_centroid,32,64,92,0.02998696219035202,0.0026787447310960225,0.9999968871688361,0.998552419157614,0.78125,True
longdoc_qa,longdoc,5,4,3068,block_upperbound,32,64,92,0.02998696219035202,0.0026787447310960225,0.9999968871688361,0.998552419157614,0.78125,True
longdoc_qa,longdoc,5,4,3068,recency_router,64,64,64,0.020860495436766623,0.5967646378288932,0.991018643521688,0.6560968769595552,0.375,False
longdoc_qa,longdoc,5,4,3068,sink_recent_router,64,64,68,0.02216427640156454,0.0073009977049480505,0.999976359046668,0.9945140837425118,0.421875,True
longdoc_qa,longdoc,5,4,3068,jl,8,128,128,0.041720990873533245,1.1109448036734992,-0.09896996967521995,0.35577975022951125,0.140625,False
longdoc_qa,longdoc,5,4,3068,jl,16,128,128,0.041720990873533245,0.6244402218406243,0.803744889814841,0.5945541124371143,0.21875,False
longdoc_qa,longdoc,5,4,3068,jl,32,128,128,0.041720990873533245,0.11288580635950776,0.9936662882294122,0.9665507047052989,0.3828125,False
longdoc_qa,longdoc,5,4,3068,jl,64,128,128,0.041720990873533245,0.0036839703124629058,0.9999936379854898,0.9971722753909714,0.390625,True
longdoc_qa,longdoc,5,4,3068,jl,128,128,128,0.041720990873533245,0.0010022862346645684,0.9999995975905657,0.9992540059084649,0.609375,True
longdoc_qa,longdoc,5,4,3068,block_centroid,32,128,156,0.05084745762711865,0.0019862676138364564,0.9999982541778463,0.9989834357624809,0.7421875,True
longdoc_qa,longdoc,5,4,3068,block_upperbound,32,128,156,0.05084745762711865,0.0019862676138364564,0.9999982541778463,0.9989834357624809,0.7421875,True
longdoc_qa,longdoc,5,4,3068,recency_router,64,128,128,0.041720990873533245,0.002466588611419716,0.9999974047933633,0.9987426720277276,0.6484375,True
longdoc_qa,longdoc,5,4,3068,sink_recent_router,64,128,132,0.04302477183833116,0.0018158121061231409,0.999998594627449,0.9989934340543276,0.6796875,True
longdoc_qa,longdoc,5,5,3068,jl,8,8,8,0.002607561929595828,1.1056251757898399,-0.043301585316527766,0.39002408856461407,0.125,False
longdoc_qa,longdoc,5,5,3068,jl,16,8,8,0.002607561929595828,0.791729130991945,0.6108723142438971,0.5222348880394215,0.25,False
longdoc_qa,longdoc,5,5,3068,jl,32,8,8,0.002607561929595828,0.9026397039990164,0.4514109452535568,0.5275974461188224,0.375,False
longdoc_qa,longdoc,5,5,3068,jl,64,8,8,0.002607561929595828,0.5316385126378905,0.8477540599970915,0.7115741209291112,0.625,False
longdoc_qa,longdoc,5,5,3068,jl,128,8,8,0.002607561929595828,0.8667500280448289,0.9783735274842411,0.522869099610214,0.75,False
longdoc_qa,longdoc,5,5,3068,block_centroid,32,8,28,0.009126466753585397,0.7117684471817587,0.9864569578178759,0.6058041424635991,0.875,False
longdoc_qa,longdoc,5,5,3068,block_upperbound,32,8,28,0.009126466753585397,0.7117684471817587,0.9864569578178759,0.6058041424635991,0.875,False
longdoc_qa,longdoc,5,5,3068,recency_router,64,8,8,0.002607561929595828,1.1985762143264456,0.9040756778648401,0.4116833942505643,0.625,False
longdoc_qa,longdoc,5,5,3068,sink_recent_router,64,8,12,0.003911342894393742,0.41156613313852014,0.9166835469027058,0.8017605088811629,0.75,False
longdoc_qa,longdoc,5,5,3068,jl,8,16,16,0.005215123859191656,1.1056251659118244,-0.04330158944508691,0.39002409637308727,0.0625,False
longdoc_qa,longdoc,5,5,3068,jl,16,16,16,0.005215123859191656,0.43926338489295347,0.9034078638314087,0.7460962660891813,0.375,False
longdoc_qa,longdoc,5,5,3068,jl,32,16,16,0.005215123859191656,0.4586936033137654,0.8886049082457388,0.7475955997322868,0.625,False
longdoc_qa,longdoc,5,5,3068,jl,64,16,16,0.005215123859191656,0.14269723421809472,0.990290671822516,0.933223219643416,0.75,False
longdoc_qa,longdoc,5,5,3068,jl,128,16,16,0.005215123859191656,0.025884842601635778,0.9996765394828229,0.9870214599026664,0.9375,True
longdoc_qa,longdoc,5,5,3068,block_centroid,32,16,28,0.009126466753585397,0.7117684471817587,0.9864569578178759,0.6058041424635991,0.875,False
longdoc_qa,longdoc,5,5,3068,block_upperbound,32,16,28,0.009126466753585397,0.7117684471817587,0.9864569578178759,0.6058041424635991,0.875,False
longdoc_qa,longdoc,5,5,3068,recency_router,64,16,16,0.005215123859191656,0.9829017319106994,0.9232520747346047,0.47713609580450583,0.625,False
longdoc_qa,longdoc,5,5,3068,sink_recent_router,64,16,20,0.00651890482398957,0.34343110777327024,0.9399886750171867,0.8672132104351045,0.6875,False
longdoc_qa,longdoc,5,5,3068,jl,8,32,32,0.010430247718383311,1.1056250553541702,-0.04330191244892602,0.3900242371335276,0.03125,False
longdoc_qa,longdoc,5,5,3068,jl,16,32,32,0.010430247718383311,0.43486563077635815,0.9052049230559979,0.7491544723700586,0.25,False
longdoc_qa,longdoc,5,5,3068,jl,32,32,32,0.010430247718383311,0.023381981638627675,0.9997343329522754,0.9855853375519655,0.5,True
longdoc_qa,longdoc,5,5,3068,jl,64,32,32,0.010430247718383311,0.05200514881507261,0.9987361199912779,0.980712687592008,0.71875,True
longdoc_qa,longdoc,5,5,3068,jl,128,32,32,0.010430247718383311,0.009853566186466182,0.9999514759996736,0.9971472489643242,0.90625,True
longdoc_qa,longdoc,5,5,3068,block_centroid,32,32,60,0.01955671447196871,0.006744427452037399,0.9999773319183324,0.9972279107217875,0.875,True
longdoc_qa,longdoc,5,5,3068,block_upperbound,32,32,60,0.01955671447196871,0.006744427452037399,0.9999773319183324,0.9972279107217875,0.875,True
longdoc_qa,longdoc,5,5,3068,recency_router,64,32,32,0.010430247718383311,0.7117673748499009,0.9864568810933523,0.605804708400198,0.625,False
longdoc_qa,longdoc,5,5,3068,sink_recent_router,64,32,36,0.011734028683181226,0.008654713076604054,0.9999626398395127,0.9958818230307965,0.6875,True
longdoc_qa,longdoc,5,5,3068,jl,8,64,64,0.020860495436766623,1.1056249338292823,-0.04330372024177989,0.3900249309559275,0.015625,False
longdoc_qa,longdoc,5,5,3068,jl,16,64,64,0.020860495436766623,0.41115780976363375,0.9169645636190319,0.8031185080861778,0.171875,False
longdoc_qa,longdoc,5,5,3068,jl,32,64,64,0.020860495436766623,0.020073653088905075,0.9998046275930174,0.9885511059500841,0.375,True
longdoc_qa,longdoc,5,5,3068,jl,64,64,64,0.020860495436766623,0.0016847415931740197,0.9999987335386596,0.9990780733793869,0.515625,True
longdoc_qa,longdoc,5,5,3068,jl,128,64,64,0.020860495436766623,0.0009887818403403888,0.9999995286893024,0.9995603159889916,0.65625,True
longdoc_qa,longdoc,5,5,3068,block_centroid,32,64,92,0.02998696219035202,0.00037681626319122113,0.9999999384603899,0.9998403337795175,0.84375,True
longdoc_qa,longdoc,5,5,3068,block_upperbound,32,64,92,0.02998696219035202,0.00037681626319122113,0.9999999384603899,0.9998403337795175,0.84375,True
longdoc_qa,longdoc,5,5,3068,recency_router,64,64,64,0.020860495436766623,0.7117349040433578,0.9864552376469442,0.6058340810726393,0.390625,False
