prompt,regime,layer,head,T,method,param,budget,read,read_ratio,rel_l2,cosine,mass_retained,oracle_recall,pass_mod
short_qa,short,0,6,44,recency_router,64,16,16,0.36363636363636365,0.0748397935475353,0.9992454426055576,0.8623627045230774,0.5625,True
short_qa,short,0,6,44,sink_recent_router,64,16,20,0.45454545454545453,0.07532096753284341,0.9992424574893554,0.8729559870201272,0.5625,True
short_qa,short,0,6,44,jl,8,32,32,0.7272727272727273,0.046125804425913186,0.9994026780766981,0.9107423297381911,0.71875,True
short_qa,short,0,6,44,jl,16,32,32,0.7272727272727273,0.12249717016456076,0.997634346531889,0.8719650566186027,0.75,False
short_qa,short,0,6,44,jl,32,32,32,0.7272727272727273,0.05140480141334661,0.9989510684674315,0.8476846550237579,0.78125,True
short_qa,short,0,6,44,jl,64,32,32,0.7272727272727273,0.3971860463529969,0.9387230051261666,0.3797628649163598,0.71875,False
short_qa,short,0,6,44,jl,128,32,32,0.7272727272727273,0.15156199700248968,0.9970795811441895,0.8418026246787144,0.71875,False
short_qa,short,0,6,44,block_centroid,32,32,44,1.0,0.0,0.999999999991074,0.9999999999989999,1.0,True
short_qa,short,0,6,44,block_upperbound,32,32,32,0.7272727272727273,0.4935052323477514,0.8865504896406396,0.21333861550221841,0.6875,False
short_qa,short,0,6,44,recency_router,64,32,32,0.7272727272727273,0.020079398769980803,0.9999077954243438,0.9559306494683769,0.75,True
short_qa,short,0,6,44,sink_recent_router,64,32,36,0.8181818181818182,0.02127020553867706,0.9998985127847291,0.9665239319654269,0.84375,True
short_qa,short,0,7,44,jl,8,8,8,0.18181818181818182,1.0606966468048031,0.28042485766931646,3.342480970212858e-08,0.375,False
short_qa,short,0,7,44,jl,16,8,8,0.18181818181818182,1.0606543592013098,0.25342900560086346,3.5183556399978616e-08,0.5,False
short_qa,short,0,7,44,jl,32,8,8,0.18181818181818182,1.0564101025096255,0.2780388915509059,3.408881609094371e-08,0.5,False
short_qa,short,0,7,44,jl,64,8,8,0.18181818181818182,2.82580287474191,-0.1586301733554207,1.9251280001139276e-06,0.5,False
short_qa,short,0,7,44,jl,128,8,8,0.18181818181818182,5.431769528524613e-06,0.9999999999711537,0.9999981074853982,0.5,True
short_qa,short,0,7,44,block_centroid,32,8,12,0.2727272727272727,0.7153185124958276,0.7021053524736018,5.0260402003044964e-11,0.125,False
short_qa,short,0,7,44,block_upperbound,32,8,12,0.2727272727272727,0.7153185124958276,0.7021053524736018,5.0260402003044964e-11,0.125,False
short_qa,short,0,7,44,recency_router,64,8,8,0.18181818181818182,0.7153184946751917,0.7021053307640774,5.026037691539257e-11,0.125,False
short_qa,short,0,7,44,sink_recent_router,64,8,12,0.2727272727272727,0.7153184946752061,0.702105330764072,5.0260376915396846e-11,0.125,False
short_qa,short,0,7,44,jl,8,16,16,0.36363636363636365,1.0561171340014481,0.27839465254314627,3.409833144996697e-08,0.4375,False
short_qa,short,0,7,44,jl,16,16,16,0.36363636363636365,3.391188977738179e-10,0.9999999999823694,0.9999999998255278,0.75,True
short_qa,short,0,7,44,jl,32,16,16,0.36363636363636365,5.430444460787005e-06,0.999999999971155,0.9999981092088084,0.5,True
short_qa,short,0,7,44,jl,64,16,16,0.36363636363636365,2.824973956840893,-0.15861596207538853,1.925885100632242e-06,0.625,False
short_qa,short,0,7,44,jl,128,16,16,0.36363636363636365,2.4825310897836267e-09,0.9999999999823694,0.9999999987877094,0.625,True
short_qa,short,0,7,44,block_centroid,32,16,44,1.0,0.0,0.9999999999823693,0.999999999999,1.0,True
short_qa,short,0,7,44,block_upperbound,32,16,44,1.0,0.0,0.9999999999823693,0.999999999999,1.0,True
short_qa,short,0,7,44,recency_router,64,16,16,0.36363636363636365,0.7153185034716444,0.7021053683662174,5.026040444596919e-11,0.375,False
