overhead,hit_rate,reusable_fraction,ttft_savings,total_cost_savings,n
0.0,0.9625,0.9885055248070845,21.149605734767025,3.466757349714787,400
0.01,0.9625,0.9885055248070845,17.602725872821633,3.3832995591759465,400
0.03,0.9625,0.9885055248070845,13.181527980874437,3.2278850728873985,400
0.05,0.9625,0.9885055248070845,10.535398964803683,3.0861216825834434,400
0.1,0.9625,0.9885055248070845,7.014886337428403,2.7808011758519546,400
