regime,policy,block_size,budget,rl2_med,rl2_p90,read_ratio,pass10,mass,support,over_read,n,model,ctx
agent,block_oracle,16,0.0025,0.2593081768647728,0.9814370660820142,0.00244140625,0.27380952380952384,0.6254803857232503,0.3752903600464576,0.975609756097561,336,0.5B,32768
agent,block_oracle,16,0.005,0.19104536614031475,0.8157521634553627,0.0048828125,0.35119047619047616,0.6741296175769457,0.4024571718931475,0.975609756097561,336,0.5B,32768
agent,block_oracle,16,0.01,0.13098983543084133,0.6521322762942268,0.009765625,0.4255952380952381,0.7238580555689947,0.4277547909407665,0.975609756097561,336,0.5B,32768
agent,block_oracle,16,0.02,0.09009171028131116,0.5175478551896189,0.02001953125,0.5446428571428571,0.7770167070332841,0.4634237078977933,1.0,336,0.5B,32768
agent,block_oracle,16,0.05,0.041472992903340805,0.33043630281350367,0.0498046875,0.6904761904761905,0.8438424806807172,0.5111148638833203,0.9957291031116535,336,0.5B,32768
agent,block_oracle,16,0.1,0.023695310946660834,0.22397050744289337,0.10009765625,0.75,0.8921930419298104,0.5655488469418893,1.000915471467806,336,0.5B,32768
agent,block_oracle,16,0.15,0.01416824016505399,0.17118490512412626,0.14990234375,0.7827380952380952,0.9180605130044619,0.6043089377736448,0.9991863303498779,336,0.5B,32768
agent,block_oracle,32,0.0025,0.2510148520134564,1.0127938651768567,0.0029296875,0.2619047619047619,0.6150497295422567,0.359284262485482,1.170731707317073,336,0.5B,32768
agent,block_oracle,32,0.005,0.20166582786228404,0.8810350534914504,0.0048828125,0.33035714285714285,0.6542706579083235,0.35335002903600465,0.975609756097561,336,0.5B,32768
agent,block_oracle,32,0.01,0.14495020400706687,0.7059525253317219,0.009765625,0.4226190476190476,0.7060593801338018,0.38793916957026714,0.975609756097561,336,0.5B,32768
agent,block_oracle,32,0.02,0.1021363940506687,0.5681034691280666,0.01953125,0.4851190476190476,0.7581443920315547,0.4194613821138211,0.975609756097561,336,0.5B,32768
agent,block_oracle,32,0.05,0.0505828008203764,0.37660501023987925,0.0498046875,0.6547619047619048,0.8266894736654309,0.4770784305180278,0.9957291031116535,336,0.5B,32768
agent,block_oracle,32,0.1,0.02573894630889899,0.23737051207319143,0.099609375,0.7410714285714286,0.8767900799915935,0.532964238487583,0.996032956972841,336,0.5B,32768
agent,block_oracle,32,0.15,0.016159792987879062,0.18156220276789042,0.150390625,0.7797619047619048,0.9061751891875777,0.5760339174319036,1.0024410089503661,336,0.5B,32768
agent,block_oracle,64,0.0025,0.7145054232864532,1.3072152072593686,0.001953125,0.12797619047619047,0.4948462022558574,0.2035060975609756,0.7804878048780488,336,0.5B,32768
agent,block_oracle,64,0.005,0.2030401103439964,0.9294604379302782,0.005859375,0.3273809523809524,0.6407233125694288,0.33039343786295006,1.170731707317073,336,0.5B,32768
agent,block_oracle,64,0.01,0.15986248074728376,0.8171922584798004,0.009765625,0.39285714285714285,0.6834527489436015,0.3356471399535424,0.975609756097561,336,0.5B,32768
agent,block_oracle,64,0.02,0.11510154761822891,0.6292966570544594,0.01953125,0.4642857142857143,0.738773724504435,0.37419697299651566,0.975609756097561,336,0.5B,32768
