block_size,token_oracle_read,block_oracle_read,gain_retention,block_gain,token_gain
16,0.005009833970750006,0.01952945027544705,0.2565271372255933,51.2047183047045,199.6074133072105
32,0.005009833970750006,0.019384693881802063,0.258442769398238,51.58709268753419,199.6074133072105
64,0.005009833970750006,0.021648193182369917,0.23142042056562798,46.193231535571776,199.6074133072105
128,0.005009833970750006,0.04776626783244753,0.10488225683286137,20.93527598822996,199.6074133072105
256,0.005009833970750006,0.051054219182223574,0.09812771698395431,19.587019760909147,199.6074133072105
