regime,policy,block_size,budget,rl2_med,rl2_p90,read_ratio,pass10,mass,support,over_read,n,model,ctx
agent,block_oracle,16,0.0025,0.21637935882797327,0.7137580443204588,0.0029296875,0.33035714285714285,0.637098733384434,0.39706736353077815,1.170731707317073,336,0.5B,16384
agent,block_oracle,16,0.005,0.15874114727541494,0.5933995568831668,0.0048828125,0.38392857142857145,0.6832436534125083,0.3975029036004646,0.975609756097561,336,0.5B,16384
agent,block_oracle,16,0.01,0.11105618891856067,0.4738739513023852,0.009765625,0.4851190476190476,0.7438845958149503,0.4457389663182346,0.975609756097561,336,0.5B,16384
agent,block_oracle,16,0.02,0.07093531259695529,0.3627260450664369,0.01953125,0.5654761904761905,0.8006328306647028,0.4725609756097561,0.975609756097561,336,0.5B,16384
agent,block_oracle,16,0.05,0.03700405202952509,0.238966160256091,0.0498046875,0.7321428571428571,0.8746667090144894,0.5231961382113821,0.9951219512195122,336,0.5B,16384
agent,block_oracle,16,0.1,0.017574132924821875,0.14881356033609394,0.099609375,0.8303571428571429,0.9254385665750391,0.5795835875533862,0.9957291031116535,336,0.5B,16384
agent,block_oracle,16,0.15,0.01020684129052872,0.09756278560902328,0.150390625,0.9017857142857143,0.950695662731695,0.6222393351156573,1.0024410089503661,336,0.5B,16384
agent,block_oracle,32,0.0025,0.4949859651068803,1.212310281975626,0.001953125,0.14285714285714285,0.4975204030759522,0.2070267131242741,0.7804878048780488,336,0.5B,16384
agent,block_oracle,32,0.005,0.17546585429475176,0.6286881349527951,0.005859375,0.35714285714285715,0.6633932618218513,0.3614619628339141,1.170731707317073,336,0.5B,16384
agent,block_oracle,32,0.01,0.12913634663665569,0.5203373275608829,0.009765625,0.4494047619047619,0.7099654119005959,0.36913835656213706,0.975609756097561,336,0.5B,16384
agent,block_oracle,32,0.02,0.08828650457882331,0.3965515354347009,0.01953125,0.5327380952380952,0.7679633393709182,0.4064677700348432,0.975609756097561,336,0.5B,16384
agent,block_oracle,32,0.05,0.04512118355581624,0.26148002974861634,0.05078125,0.6875,0.844170355005278,0.4679043263646922,1.0146341463414634,336,0.5B,16384
agent,block_oracle,32,0.1,0.022327008044467474,0.17668215906795365,0.099609375,0.7946428571428571,0.8966567046725353,0.5193897266044917,0.9957291031116535,336,0.5B,16384
agent,block_oracle,32,0.15,0.014405823650296686,0.126090321273153,0.150390625,0.8571428571428571,0.9273627407009704,0.5646165097446627,1.0024410089503661,336,0.5B,16384
agent,block_oracle,64,0.0025,0.4371511376680014,1.1673759450945411,0.00390625,0.15178571428571427,0.5089436999566649,0.2471689895470383,1.5609756097560976,336,0.5B,16384
agent,block_oracle,64,0.005,0.4371511376680014,1.1673759450945411,0.00390625,0.15178571428571427,0.5089436999566649,0.18009581881533102,0.7804878048780488,336,0.5B,16384
agent,block_oracle,64,0.01,0.1391820768829709,0.5844165802325192,0.01171875,0.4166666666666667,0.6869855964497729,0.3332607433217189,1.170731707317073,336,0.5B,16384
agent,block_oracle,64,0.02,0.10455659722996236,0.4571521007505115,0.01953125,0.49404761904761907,0.7329989964919442,0.3404199332171893,0.975609756097561,336,0.5B,16384
agent,block_oracle,64,0.05,0.05385733682319993,0.2929809129822881,0.05078125,0.6339285714285714,0.8088206605177811,0.4007041231126597,1.0146341463414634,336,0.5B,16384
agent,block_oracle,64,0.1,0.028800730648495764,0.1943637151281129,0.1015625,0.7291666666666666,0.8626285089088193,0.4591904180830355,1.0152532031726662,336,0.5B,16384
agent,block_oracle,64,0.15,0.02003195777405642,0.15476189172302546,0.1484375,0.8154761904761905,0.8919909717613211,0.4950320140261149,0.9894222945484134,336,0.5B,16384
agent,block_oracle,128,0.0025,0.3865357832751808,1.1028342506290332,0.0078125,0.18452380952380953,0.5424241633618783,0.3403745644599303,3.1219512195121952,336,0.5B,16384
agent,block_oracle,128,0.005,0.3865357832751808,1.1028342506290332,0.0078125,0.18452380952380953,0.5424241633618783,0.2721762485481998,1.5609756097560976,336,0.5B,16384
agent,block_oracle,128,0.01,0.3865357832751808,1.1028342506290332,0.0078125,0.18452380952380953,0.5424241633618783,0.20198170731707316,0.7804878048780488,336,0.5B,16384
agent,block_oracle,128,0.02,0.10543372608490478,0.4598198014559757,0.0234375,0.4880952380952381,0.7307386922306978,0.3409734320557491,1.170731707317073,336,0.5B,16384
agent,block_oracle,128,0.05,0.06450068633430417,0.3260574841539383,0.046875,0.5833333333333334,0.7893747667472504,0.3496769744483159,0.9365853658536585,336,0.5B,16384
